ID,Name,Desc,TalentDesc
465,"Tång cß¶ng T¸ch Di®t - ÐÕi Bi","Mê ho£c møc tiêu, gây $DmgMin(ActorDPS*0.8)$-$DmgMax(ActorDPS*0.8)$ ði¬m sát thß½ng,khiªn sÑc sát thß½ng cüa møc tiêu b¸ m¤t $ActorDPS*0.2+1$ ði¬m trong 30 giây v¾i $SkillLevel(465)*5$% khä nång gây choáng trong 5 giây.","Tång xác su¤t làm møc tiêu b¸ choáng trong 5 giây cüa T× Bi lên $SkillLevel(465)*5$% .
C¤p 1: 5%
C¤p 2: 10%
C¤p 3: 15%
C¤p 4: 20%
C¤p 5: 25%"
466,"Tång cß¶ng sát thß½ng Höa H® ",,"Tång mÑc sát thß½ng cüa Höa H® lên $SkillLevel(466)*2$%.
C¤p 1: 2%
C¤p 2: 4%
C¤p 3: 6%
C¤p 4: 8%
C¤p 5: 10%"
467,"Tång cß¶ng xác su¤t bÕo kích cüa Höa H®",,"Tång xác su¤t bÕo kích cüa Höa H® lên $SkillLevel(467)*1$%.
C¤p 1: 1%
C¤p 2: 2%
C¤p 3: 3%
C¤p 4: 4%
C¤p 5: 5%"
468,"Tång cß¶ng xác su¤t ch¯ng ðÞ ",,"Tång $SkillLevel(468)*4$% xác su¤t ch¯ng ðÞ 
C¤p 1: 4%
C¤p 2: 8%
C¤p 3: 12%
C¤p 4: 16%
C¤p 5: 20%"
471,"Phøc H± Quyªt","Xác su¤t ch¯ng ðÞ tång 100%, duy trì trong 30 giây, trong th¶i gian này khí huyªt khôi phøc 50%.",
472,"Giáng Long Quyªt","Buµc quái v§t t¤n công bän thân trong 10 giây, trong th¶i gian này tång mÑc ðµ thù h§n lên cao.",
501,"Thiªt Sách Lan Giang","T¤n công møc tiêu, tÕo ra $DmgMin(ActorDPS)$-$DmgMax(ActorDPS)$ ði¬m sát thß½ng.",
502,"Lñc Phách Hoa S½n","Gây choáng møc tiêu, khiªn ð¯i phß½ng hôn mê 2 giây.",
503,"Phiên Giang Giäo Häi","T¤n công møc tiêu, tÕo ra $DmgMin(ActorDPS)*2$-$DmgMax(ActorDPS)*2$ ði¬m sát thß½ng.",
504,"Lôi Ðình Cän Phá ","T¤n công theo phÕm vi, khiªn t¯c ðµ di chuy¬n cüa kë thù xung quanh giäm 80%, duy trì trong 5 giây.T¤n công t¯i ða 5 ð¯i thü .",
505,"Hoành Täo Thiên Quân","T¤n công theo phÕm vi, tÕo ra $DmgMin(ActorDPS)*0.9$-$DmgMax(ActorDPS)*0.9$ ði¬m sát thß½ng .T¤n công t¯i ða 5 ð¯i thü .",
511,"Khinh Thích","T¤n công møc tiêu , tÕo ra $DmgMin(ActorDPS)*1$-$DmgMax(ActorDPS)*1$ ði¬m sát thß½ng.",
512,"Th¤t H°n Thanh Xu¤t","Lþi døng thanh âm d¸ thß¶ng phát ra khi vû khí va chÕm, khiªn møc tiêu r½i vào trÕng thái m¤t h°n trong 3 giây , s¨ tïnh lÕi khi b¸ t¤n công.",
513,"T¤n Lôi","T¤n công nhanh, khiªn møc tiêu hôn mê 2 giây.",
514,"Tr÷ng Träm","T¤n công møc tiêu, gây $DmgMin(ActorDPS)*2$-$DmgMax(ActorDPS)*2$ ði¬m sát thß½ng.",
515,"Ðµc Thích","Møc tiêu b¸ t¤n công s¨ trúng ðµc tÑc thì , trong 5 giây t¯c ðµ di chuy¬n giäm 50%.",
521,"T§t Hành Thu§t","T¯c ðµ di chuy¬n tång 50%, duy trì trong 15 giây.",
522,"Äo Hß Bµ ","Xác su¤t né tránh trong 15 giây tång 50%.",
523,"Tr¤n H°n Quyªt","Kh¯ng chª quái v§t, khiªn quái v§t ðÑng yên trong 15 giây.",
524,"Hµ Thân Quyªt","Phòng v® v§t lí tång $DRRToArmor(0.1,MWLev(524))$ ði¬m.",
525,"Mê Äo Tr§n","M²i l¥n t¤n công mÑc thù h§n giäm $PartyDPS(MWLev(525),2)*0.25$ ði¬m.",
526,"Ngû Hành Tr§n","Phòng v® pháp thu§t tång $DRRToArmor(0.35,MWLev(526))$ ði¬m.",
527,"Long Ngâm","Gây choáng møc tiêu xung quanh trong 5 giây, änh hß·ng t¯i ða 5 møc tiêu , tÕo ra $DmgMin(ActorDPS*1.1)$-$DmgMax(ActorDPS*1.1)$ ði¬m sát thß½ng.",
528,"Tß¾c Minh","L§p tÑc giäi tr× trÕng thái giäm t¯c ðµ.",
551,"Tång cß¶ng Thiªt Sách Lan Giang","T¤n công møc tiêu, gây $DmgMin(ActorDPS)*(1+SkillLevel(551)*0.05)$-$DmgMax(ActorDPS)*(1+SkillLevel(551)*0.05)$ ði¬m sát thß½ng.","MÑc sát thß½ng tång $SkillLevel(551)*5$%.
C¤p 1: 5%
C¤p 2: 10%
C¤p 3: 15%
C¤p 4: 20%
C¤p 5: 25%"
552,"Tång cß¶ng Lñc Phách Hoa S½n","Gây choáng møc tiêu, khiªn ð¯i phß½ng hôn mê trong $2+SkillLevel(552)*0.5$ giây.","Th¶i gian hôn mê kéo dài $SkillLevel(552)*0.5$ giây.
C¤p 1: 0.5 giây
C¤p 2: 1.0 giây
C¤p 3: 1.5 giây
C¤p 4: 2.0 giây
C¤p 5: 2.5giây"
553,"Tång cß¶ng Phiên Giang Giäo Häi","T¤n công møc tiêu, gây $DmgMin(ActorDPS)*2$-$DmgMax(ActorDPS)*2$ ði¬m sát thß½ng.","MÑc sát thß½ng do bÕo kích tång $SkillLevel(553)*10$%.
C¤p 1: 10%
C¤p 2: 20%
C¤p 3: 30%
C¤p 4:  40%
C¤p 5: 50%"
554,"Tång cß¶ng Lôi Ðình Cän Phá ","T¤n công theo phÕm vi, khiªn t¯c ðµ di chuy¬n cüa kë thù trong phÕm vi giäm 80%, duy trì trong 5 giây.T¤n công t¯i ða 5 ð¯i thü .","Th¶i gian ch¶ giäm $SkillLevel(554)$ giây.
C¤p 1: 1 giây
C¤p 2: 2 giây 
C¤p 3: 3 giây
C¤p 4: 4 giây
C¤p 5: 5 giây"
555,"Tång cß¶ng Hoành Täo Thiên Quân","T¤n công theo phÕm vi, gây $DmgMin(ActorDPS)*0.9$-$DmgMax(ActorDPS)*0.9$ di¬m sát thß½ng.T¤n công t¯i ða 5 ð¯i thü .","Xác su¤t bÕo kích tång $SkillLevel(555)*4$%.
C¤p 1: 4%
C¤p 2: 8%
C¤p 3: 12%
C¤p 4: 16%
C¤p 5: 20%"
556,"Tång cß¶ng sát thß½ng Lôi H® ",,"Tång mÑc sát thß½ng Lôi H® lên $SkillLevel(556)*2$%.
C¤p 1: 2%
C¤p 2: 4%
C¤p 3: 6%
C¤p 4: 8%
C¤p 5: 10%"
557,"Tång cß¶ng bÕo kích cüa Lôi H® ",,"Tång xác su¤t bÕo kích cüa  Lôi H® lên $SkillLevel(557)*1$%.
C¤p 1: 1%
C¤p 2: 2%
C¤p 3: 3%
C¤p 4: 4%
C¤p 5: 5%"
558,"Tång cß¶ng né tránh",,"Tång xác su¤t né tránh lên $SkillLevel(558)*1$%.
C¤p 1: 1%
C¤p 2: 2%
C¤p 3: 3%
C¤p 4: 4%
C¤p 5: 5%"
559,"Liên miên b¤t tuy®t",,
560,"Cu°ng phong ðÕi sát",,
561,"Tång cß¶ng Khinh Thích","T¤n công møc tiêu, gây $DmgMin(ActorDPS*(1+SkillLevel(561)*0.06))$-$DmgMax(ActorDPS*(1+SkillLevel(561)*0.06))$ði¬m sát thß½ng.","MÑc sát thß½ng tång $SkillLevel(561)*6$%.
C¤p 1: 6%
C¤p 2: 12%
C¤p 3: 18%
C¤p 4: 24%
C¤p 5: 30%"
562,"Tång cß¶ng Th¤t H°n Thanh Xu¤t","Lþi døng thanh âm d¸ thß¶ng phát ra khi vû khí va chÕm, khiªn møc tiêu r½i vào trÕng thái m¤t h°n trong $3+SkillLevel(562)*0.5$ giây, chï tïnh lÕi khi b¸ t¤n công.","Th¶i gian hi®u lñc kéo dài $SkillLevel(562)*0.5$ giây.
C¤p 1: 0.5 giây
C¤p 2: 1.0 giây
C¤p 3: 1.5 giây
C¤p 4: 2.0 giây
C¤p 5: 2.5 giây"
563,"Tång cß¶ng T¤n Lôi","T¤n công nhanh, khiªn møc tiêu hôn mê trong 2 giây.","th¶i gian ch¶ giäm $SkillLevel(563)*1$ giây.
C¤p 1: 1 giây
C¤p 2: 2 giây
C¤p 3: 3 giây
C¤p 4: 4 giây
C¤p 5: 5 giây"
564,"Tång cß¶ng Tr÷ng Träm","T¤n công møc tiêu, gây $DmgMin(ActorDPS)*2$-$DmgMax(ActorDPS)*2$ ði¬m sát thß½ng.","Tång mÑc sát thß½ng do bÕo kích lên $SkillLevel(564)*10$%.
C¤p 1: 10%
C¤p 2: 20%
C¤p 3: 30%
C¤p 4: 40%
C¤p 5: 50%"
565,"Tång cß¶ng Ðµc Thích","Khiªn mñc tiêu trúng ðµc, trong $5+SkillLevel(565)$ giây t¯c ðµ di chuy¬n giäm 50%.","Kéo dài $SkillLevel(565)*1$ giây hi®u lñc cüa ðµc t¯ .
C¤p 1: 1 giây
C¤p 2: 2 giây
C¤p 3: 3 giây
C¤p 4: 4 giây
C¤p 5: 5 giây"
566,"Tång cß¶ng sát thß½ng Ðµc H® ",,"Tång mÑc sát thß½ng cüa Ðµc H® lên $SkillLevel(566)*2$%.
C¤p 1: 2%
C¤p 2: 4%
C¤p 3: 6%
C¤p 4: 8%
C¤p 5: 10%"
567,"Tång cß¶ng sát thß½ng do bÕo kích cüa Ðµc H® ",,"Tång mÑc sát thß½ng do bÕo kích cüa Ðµc H® lên $SkillLevel(567)*10$%.
C¤p 1: 10%
C¤p 2: 20%
C¤p 3: 30%
C¤p 4: 40%
C¤p 5: 50%"
568,"Tång cß¶ng xác su¤t bÕo kích cüa Ðµc H® ",,"Tång xác su¤t bÕo kích cüa Ðµc H® lên $SkillLevel(568)*1$%.
C¤p 1: 1%
C¤p 2: 2%
C¤p 3: 3%
C¤p 4: 4%
C¤p 5: 5%"
569,"Äo änh lßu ðµng",,
570,"T¤t sát nh¤t chiêu",,
571,"Tång cß¶ng T§t Hành Thu§t","Tång t¯c ðµ di chuy¬n lên $50+SkillLevel(571)*5$%, duy trì trong 15 giây.","Tång t¯c ðµ di chuy¬n lên $SkillLevel(571)*5$%.
C¤p 1: 5%
C¤p 2: 10%
C¤p 3: 15%
C¤p 4: 20%
C¤p 5: 25%"
572,"Tång cß¶ng Äo Hß Bµ ","Trong $15+SkillLevel(572)$ giây xác su¤t né tránh tång 50%.","Th¶i gian hi®u lñc kéo dài $SkillLevel(572)*1$ giây.
C¤p 1: 1 giây
C¤p 2: 2 giây
C¤p 3: 3 giây
C¤p 4: 4 giây
C¤p 5: 5 giây"
573,"Tång cß¶ng Tr¤n H°n Quyªt","Kh¯ng chª quái v§t, khiªn quái v§t b¤t ðµng trong $15+SkillLevel(573)*2$ giây.","Th¶i gian hi®u lñc kéo dài $SkillLevel(573)*2$ giây.
C¤p 1: 2 giây
C¤p 2: 4 giây
C¤p 3: 6 giây
C¤p 4: 8 giây
C¤p 5: 10 giây"
574,"Tång cß¶ng Hµ Thân Quyªt","Tång sÑc phòng thü v§t lí lên $DRRToArmor(0.1,MWLev(524))*(1+SkillLevel(574)*0.05)$ ði¬m.","Tång sÑc phòng thü v§t lí lên $SkillLevel(574)*5$%.
C¤p 1: 5%
C¤p 2: 10%
C¤p 3: 15%
C¤p 4: 20%
C¤p 5: 25%"
575,"Tång cß¶ng Mê Äo Tr§n","M²i l¥n t¤n công mÑc ðµ thù h§n giäm $PartyDPS(MWLev(525),2)*0.25*(1+SkillLevel(575)*0.1)$ ði¬m.","MÑc ðµ thù h§n giäm $SkillLevel(575)*10$%.
C¤p 1: 10%
C¤p 2: 20%
C¤p 3: 30%
C¤p 4: 40%
C¤p 5: 50%"
576,"Tång cß¶ng Ngû Hành Tr§n","Tång sÑc phòng v® pháp thu§t lên $DRRToArmor(0.35,MWLev(526))*(1+SkillLevel(576)*0.1)$ ði¬m.","Tång mÑc phòng v® pháp thu§t lên $SkillLevel(576)*10$%.
C¤p 1: 10%
C¤p 2: 20%
C¤p 3: 30%
C¤p 4: 40%
C¤p 5: 50%"
577,"Tång cß¶ng Long Ngâm","Gây choáng møc tiêu xung quanh trong 5 giây, änh hß·ng t¯i ða 5 møc tiêu , ð°ng th¶i gây $DmgMin(ActorDPS*1.1*(1+SkillLevel(577)*0.1))$-$DmgMax(ActorDPS*1.1*(1+SkillLevel(577)*0.1))$ ði¬m sát thß½ng.","Sát thß½ng tång lên $SkillLevel(577)*10$%.
C¤p 1: 10%
C¤p 2: 20%
C¤p 3: 30%
C¤p 4: 40%
C¤p 5: 50%"
578,"Tång cß¶ng Tß¾c Minh","L§p tÑc giäi tr× trÕng thái giäm t¯c ðµ.","th¶i gian ch¶ giäm $SkillLevel(578)*6$ giây.
C¤p 1: 6 giây
C¤p 2: 12 giây
C¤p 3: 18 giây
C¤p 4: 24 giây
C¤p 5: 30 giây"
601,"Li®t Giáp Phá ","Ni®m pháp thu§t vào ð¥u mûi tên ð¬ phá vÞ giáp dày cüa møc tiêu, gây $DmgMin(ActorDPS*3)$-$DmgMax(ActorDPS*3)$ ði¬m sát thß½ng, ð°ng th¶i làm giäm $DRRToArmor(0.1,MWLev(601))$ ði¬m phòng v® cüa møc tiêu , duy trì trong 10 giây.",
602,"Liên Kích Phá ","B¡n tên v¾i t¯c ðµ cñc nhanh, gây $DmgMin(ActorDPS*1.5)$-$DmgMax(ActorDPS*1.5)$ ði¬m sát thß½ng cho møc tiêu.",
603,"Kinh Cúc Phá ","SØ døng Kinh Cúc ti­n ð¬ gây $DmgMin(ActorDPS*1.5)$-$DmgMax(ActorDPS*1.5)$ sát thß½ng, ð°ng th¶i gây r¯i loÕn møc tiêu, khiªn t¯c ðµ di chuy¬n giäm 50%, duy trì trong 5 giây.","Hß¾ng dçn Ti«m nång, chà ..."
604,"Vô Änh Phá ","Lþi døng sÑc mÕnh vô song cüa ðòn công kích äo änh, gây $DmgMin(ActorDPS*1.5)$-$DmgMax(ActorDPS*1.5)$ ði¬m sát thß½ng, ð°ng th¶i giäm sÑc t¤n công cüa møc tiêu xu¯ng $ActorDPS*1/5+1$ ði¬m.","Hß¾ng dçn Ti«m nång, chà ..."
605,"Di®t H°n Phá ","B¡n ra nhi«u mûi tên cùng mµt lúc, trong phÕm vi nhö có th¬ t¤n công 3 møc tiêu, gây $DmgMin(ActorDPS*1.5)$-$DmgMax(ActorDPS*1.5)$ ði¬m sát thß½ng.","Hß¾ng dçn Ti«m nång, chà ..."
611,"Tiên C¥m S½ Minh","Dùng tên nö t¤n công kë thù, gây $DmgMin(ActorDPS*1.5)$-$DmgMax(ActorDPS*1.5)$ ði¬m sát thß½ng.","Hß¾ng dçn Ti«m nång, chà ..."
612,"Xà Ðµc Ti­n Phóng","Dùng tên t¦m cñc ðµc t¤n công møc tiêu, trong vòng 6 giây ,t±ng lßþng ði¬m sát thß½ng liên tøc gây ra là $(ActorDPS)*2+1$.",
613,"Linh Thú Mãnh Ti­n Công","Truy«n sÑc mÕnh cüa linh thú lên ð¥u mûi tên, khiªn møc tiêu b¸ choáng 3 giây, ð°ng th¶i gây $DmgMin(ActorDPS)$-$DmgMax(ActorDPS)$ ði¬m sát thß½ng.",
614,"H§u Ngh® XÕ Thu§t","Thu§t b¡n cung h÷c ðßþc t× th¥n ti­n H§u Ngh®, gây mÑc sát thß½ng là $DmgMin(ActorDPS*3)$-$DmgMax(ActorDPS*3)$.","Hß¾ng dçn Ti«m nång, chà ..."
615,"Phi ¿ng Ðµt Kích","Ðòn công kích ch¾p nhoáng nhß phi ßng, gây $DmgMin(ActorDPS*3)$-$DmgMax(ActorDPS*3)$ ði¬m sát thß½ng, nhßng th¶i gian h°i phøc tß½ng ð¯i dài.","Hß¾ng dçn Ti«m nång, chà ..."
621,"Nhiên Sinh Thú Li®u","V§n døng sÑc mÕnh thiên nhiên ð¬ tr¸ li®u cho thú nuôi, tr¸ ðßþc $HealPS(MWLev(621))*1.5*2+20$ ði¬m thß½ng tích.","Hß¾ng dçn Ti«m nång, chà ..."
622,"Linh Thú Phøc Sinh","H°i sinh thú nuôi, ð°ng th¶i phøc h°i $MonsterGetHp(MWLev(622))*0.3$ ði¬m sinh m®nh.","Hß¾ng dçn Ti«m nång, chà ..."
623,"Dã Tính Kích Phát","Tång thù h§n cüa thú nuôi gây ra lên $PartyDPS(MWLev(623),4)*8$ ði¬m.","Hß¾ng dçn Ti«m nång, chà ..."
624,"C¤p hi®u chi ðµc","T¦m ch¤t cñc ðµc lên vû khí, s¨ có 20% khä nång trong lúc t¤n công tång mÑc sát thß½ng lên $PartyDPS(MWLev(624),4)*0.2$ ði¬m, hi®u quä duy trì trong 10 giây, có th¬ sØ døng 30 l¥n.","Hß¾ng dçn Ti«m nång, chà ..."
625,"Hôn mê chi ðµc","T¦m ch¤t cñc ðµc lên vû khí, s¨ có 20% khä nång trong lúc t¤n công làm giäm t¯c ðµ di chuy¬n cuä møc tiêu xu¯ng 50%, duy trì trong 10 giây, có th¬ sØ døng 30 l¥n.","Hß¾ng dçn Ti«m nång, chà ..."
626,"Nhßþc hóa chi ðµc","T¦m ch¤t cñc ðµc lên vû khí, s¨ có 20% khä nång trong lúc t¤n công giäm sÑc t¤n công cüa møc tiêu xu¯ng $PartyDPS(MWLev(626),4)*0.1$ ði¬m, duy trì trong 10 giây, có th¬ sØ døng 30 l¥n.",
627,"Càn Khôn Giäi Pháp","Trßng døng sÑc mÕnh cüa tñ nhiên, giäi tr× t¤t cä hi®u Ñng giäm t¯c ðµ .",
628,"Thiên Càn V® Thú ","Tång sÑc phòng v® v§t lí cüa thú nuôi lên $DRRToArmor(0.2,MWLev(628))$ ði¬m, duy trì trong 30 phút.","Hß¾ng dçn Ti«m nång, chà ..."
629,"Ð¸a Khôn Thú Công","Tång sÑc t¤n công v§t lí cüa thú nuôi lên $MonsterGetDPS(MWLev(629))*0.3$ ði¬m, duy trì trong 30 phút.","Hß¾ng dçn Ti«m nång, chà ..."
630,"Höa Di®m Thiên La","Ð£t h¯ bçy lØa trên m£t ð¤t, ðÑng g¥n h¯ bçy s¨ b¸ lØa thiêu, duy trì trong 6 giây, tÕo thành t±ng lßþng ði¬m sát thß½ng là $(ActorDPS)*2+1$.","Hß¾ng dçn Ti«m nång, chà ..."
631,"Hàn Bång Ð¸a Võng","Ð£t h¯ bçy bång trên m£t ð¤t, ðÑng g¥n h¯ bçy s¨ b¸ ðông cÑng, không th¬ di chuy¬n, s¨ ðßþc giäi thoát nªu b¸ công kích.","Hß¾ng dçn Ti«m nång, chà ..."
651,"Tång cß¶ng Li®t Giáp Phá ","Ni®m pháp thu§t vào ð¥u mûi tên ð¬ phá vÞ giáp dày cüa møc tiêu, gây $DmgMin(ActorDPS*3)$-$DmgMax(ActorDPS*3)$ ði¬m sát thß½ng, ð°ng th¶i tång khä nång giäm sÑc phòng v® cüa møc tiêu $DRRToArmor(0.1+SkillLevel(651)*0.02,MWLev(601))$ ði¬m, duy trì trong 10 giây.","Tång khä nång làm giäm sÑc phòng v® møc tiêu cüa Li®t Giáp Phá lên $SkillLevel(651)*2$%.
C¤p 1: 2%
C¤p 2: 4%
C¤p 3: 6%
C¤p 4: 8%
C¤p 5: 10%"
652,"Tång cß¶ng Liên Kích Phá ","B¡n tên v¾i t¯c ðµ cñc nhanh, gây $DmgMin(ActorDPS*1.5)*(1+SkillLevel(652)*0.05)$-$DmgMax(ActorDPS*1.5)*(1+SkillLevel(652)*0.05)$ ði¬m sát thß½ng.","Tång sÑc t¤n công cüa Liên Kích Phá lên $SkillLevel(652)*5$%.
C¤p 1: 5%
C¤p 2: 10%
C¤p 3: 15%
C¤p 4: 20%
C¤p 5: 25%"
653,"Tång cß¶ng Kinh Cúc Phá ","SØ døng Kinh Cúc ti­n ð¬ gây $DmgMin(ActorDPS*1.5)$-$DmgMax(ActorDPS*1.5)$ sát thß½ng, ð°ng th¶i gây r¯i loÕn møc tiêu, khiªn t¯c ðµ di chuy¬n giäm $50+SkillLevel(653)*5$%, duy trì trong 5 giây.","Tång $SkillLevel(653)*5$% hi®u lñc giäm t¯c ðµ di chuy¬n cüa Kinh Cúc Phá  .
C¤p 1: 5%
C¤p 2: 10%
C¤p 3: 15%
C¤p 4: 20%
C¤p 5: 25%"
654,"Tång cß¶ng Vô Änh Phá ","Lþi døng sÑc mÕnh vô song cüa ðòn công kích äo änh, gây $DmgMin(ActorDPS*1.5)$-$DmgMax(ActorDPS*1.5)$ ði¬m sát thß½ng, ð°ng th¶i giäm sÑc t¤n công cüa møc tiêu xu¯ng $ActorDPS*(0.2+SkillLevel(654)*0.03)+1$ ði¬m.","Tång $SkillLevel(654)*3$% hi®u lñc giäm sÑc t¤n công cüa Vô Änh Phá .
C¤p 1: 3%
C¤p 2: 6%
C¤p 3: 9%
C¤p 4: 12%
C¤p 5: 15%"
655,"Tång cß¶ng Di®t H°n Phá ","B¡n ra nhi«u mûi tên cùng mµt lúc, trong phÕm vi nhö có th¬ t¤n công 3 møc tiêu, gây $DmgMin(ActorDPS*1.5)$-$DmgMax(ActorDPS*1.5)$ ði¬m sát thß½ng.","Giäm mÑc tiêu hao pháp lñc cüa Di®t H°n Phá xu¯ng $SkillLevel(655)*6$%.
C¤p 1: 6%
C¤p 2: 12%
C¤p 3: 18%
C¤p 4: 24%
C¤p 5: 30%"
656,"Tång cß¶ng sát thß½ng Thüy H® ",,"Tång mÑc sát thß½ng cüa Thüy H® lên $SkillLevel(656)*2$%.
C¤p 1: 2%
C¤p 2: 4%
C¤p 3: 6%
C¤p 4: 8%
C¤p 5: 10%"
657,"Tång cß¶ng sát thß½ng bÕo kích cüa Thüy H® ",,"Tång mÑc sát thß½ng bÕo kích cüa Thüy H® lên $SkillLevel(657)*10$%.
C¤p 1: 10%
C¤p 2: 20%
C¤p 3: 30%
C¤p 4: 40%
C¤p 5: 50%"
658,"Tång cß¶ng bÕo kích cüa Thüy H® ",,"Tång xác su¤t bÕo kích cüa Thüy H® lên $SkillLevel(658)*1$%.
C¤p 1: 1%
C¤p 2: 2%
C¤p 3: 3%
C¤p 4: 4%
C¤p 5: 5%"
659,"Cu°ng Phong Bµ Pháp",,"Tång t¯c ðµ di chuy¬n lên 50%, duy trì trong 15 giây."
660,"Lôi Ði®n D¸ch Chuy¬n",,"Di chuy¬n ðªn cñ ly ng¡n trong ch¾p m¡t."
661,"Tång cß¶ng Tiên C¥m S½ Minh","Dùng tên nö t¤n công kë thù, gây $DmgMin(ActorDPS*1.5)$-$DmgMax(ActorDPS*1.5)$ ði¬m sát thß½ng.","Giäm th¶i gian ch¶ cüa KÛ nång Tiên C¥m S½ Minh xu¯ng 0.$SkillLevel(661)$ giây.
C¤p 1: 0.1 giây
C¤p 2: 0.2 giây
C¤p 3: 0.3 giây
C¤p 4: 0.4 giây
C¤p 5: 0.5 giây"
662,"Tång cß¶ng Xà Ðµc Ti­n Phóng","Dùng tên t¦m cñc ðµc t¤n công møc tiêu, trong vòng 6 giây ,t±ng lßþng ði¬m sát thß½ng tÕo ra duy trì ðßþc là $(ActorDPS)*2*(1+SkillLevel(662)*0.05)+1$.","Tång hi®u quä sát thß½ng cüa Xà Ðµc Ti­n Phóng lên $SkillLevel(662)*5$%.
C¤p 1: 5%
C¤p 2: 10%
C¤p 3: 15%
C¤p 4: 20%
C¤p 5: 25%"
663,"Tång cß¶ng Linh Thú Mãnh Ti­n Công","Truy«n sÑc mÕnh cüa linh thú lên ð¥u mûi tên, khiªn møc tiêu b¸ choáng 3 giây, ð°ng th¶i gây $DmgMin(ActorDPS)$-$DmgMax(ActorDPS)$ ði¬m sát thß½ng.","Giäm th¶i gian h°i phøc cüa KÛ nång Linh Thú Mãnh Ti­n Công xu¯ng $SkillLevel(663)*1$ giây.
C¤p 1: 1 giây
C¤p 2: 2 giây
C¤p 3: 3 giây
C¤p 4: 4 giây
C¤p 5: 5 giây"
664,"Tång cß¶ng H§u Ngh® XÕ Thu§t","Thu§t b¡n cung h÷c ðßþc t× th¥n ti­n H§u Ngh®, gây mÑc sát thß½ng là $DmgMin(ActorDPS*3)$-$DmgMax(ActorDPS*3)$.","Giäm mÑc tiêu hao pháp lñc cüa H§u Ngh® XÕ Thu§t xu¯ng $SkillLevel(664)*6$%.
C¤p 1: 6%
C¤p 2: 12%
C¤p 3: 18%
C¤p 4: 24%
C¤p 5: 30%"
665,"Tång cß¶ng Phi ¿ng Ðµt Kích","Ðòn công kích ch¾p nhoáng nhß phi ßng, gây $DmgMin(ActorDPS*3)$-$DmgMax(ActorDPS*3)$ ði¬m sát thß½ng, nhßng th¶i gian h°i phøc tß½ng ð¯i dài.","Giäm th¶i gian h°i phøc cüa KÛ nång Phi ¿ng Ðµt Kích xu¯ng $SkillLevel(665)*3$ giây.
C¤p 1: 3 giây
C¤p 2: 6 giây
C¤p 3: 9 giây
C¤p 4: 12 giây
C¤p 5: 15 giây"
666,"Tång cß¶ng sát thß½ng Ðµc H® ",,"Tång mÑc sát thß½ng cüa Ðµc H® lên $SkillLevel(666)*2$%.
C¤p 1: 2%
C¤p 2: 4%
C¤p 3: 6%
C¤p 4: 8%
C¤p 5: 10%"
667,"Tång cß¶ng sát thß½ng bÕo kích cüa Ðµc H® ",,"Tång mÑc sát thß½ng bÕo kích cüa Ðµc H® lên $SkillLevel(667)*10$%.
C¤p 1: 10%
C¤p 2: 20%
C¤p 3: 30%
C¤p 4: 40%
C¤p 5: 50%"
668,"Tång cß¶ng bÕo kích cüa Ðµc H® ",,"Tång xác su¤t bÕo kích cüa Ðµc H® lên $SkillLevel(668)*1$%.
C¤p 1: 1%
C¤p 2: 2%
C¤p 3: 3%
C¤p 4: 4%
C¤p 5: 5%"
669,"Long Ð¢ng Ng÷a Ðµc",,"SÑc t¤n công cüa KÛ nång Ðµc h® sau s¨ tång lên g¤p bµi."
670,"Minh Kính Phän XÕ ",,"Ngoài bän thân ra, th¶i gian khôi phøc KÛ nång Ðµc H® l§p tÑc kªt thúc."
671,"Tång cß¶ng Nhiên Sinh Thú Li®u","V§n døng sÑc mÕnh thiên nhiên ð¬ tr¸ li®u cho thú nuôi, tr¸ ðßþc $HealPS(MWLev(621))*1.5*2*(1+SkillLevel(671)*0.06)+20$ ði¬m thß½ng tích.","Tång hi®u quä li®u thß½ng cüa Nhiên Sinh Thú Li®u lên $SkillLevel(671)*6$%.
C¤p 1: 6%
C¤p 2: 12%
C¤p 3: 18%
C¤p 4: 24%
C¤p 5: 30%"
672,"Tång cß¶ng Linh Thú Phøc Sinh","H°i sinh thú nuôi, ð°ng th¶i phøc h°i $MonsterGetHp(MWLev(622))*0.3$ ði¬m sinh m®nh..","Giäm th¶i gian ch¶ cüa KÛ nång Linh Thú Phøc Sinh xu¯ng $SkillLevel(672)$ phút.
C¤p 1: 1 phút
C¤p 2: 2 phút
C¤p 3: 3 phút
C¤p 4: 4 phút
C¤p 5: 5 phút"
673,"Tång cß¶ng Dã Tính Kích Phát","Tång thù h§n cüa thú nuôi gây ra lên $PartyDPS(MWLev(623),4)*8*(1+SkillLevel(673)*0.2)$ ði¬m.","Tång hi®u quä nâng cao thù h§n cüa Dã Tính K¸ch Phát lên $SkillLevel(673)*20$%.
C¤p 1: 20%
C¤p 2: 40%
C¤p 3: 60%
C¤p 4: 80%
C¤p 5: 100%"
