"STRID","LAN","Remark"
"msg_script_help_lev38"," - Nhi«u ngß¶i nói v« 'C¤m ğ¸a Ngßng Bích Nhai', v§y chúng · ğâu?
Th§t ra C¤m ğ¸a Ngßng Bích Nhai g°m 2 c¤m ğ¸a Bách Hoa S½n Tri«u Âm Ğµng và Ph§t Môn Bí Ğµng. Ğây là 2 c¤m ğ¸a ğ£c bi®t, có nhi®m vø h¢ng ngày. M²i ngày thñc hi®n 2 l¥n s¨ nh§n ğßşc lßşng l¾n ği¬m Kinh nghi®m và Linh lñc. L¯i vào Tri«u Âm Ğµng là t× NPC Bách Hoa Ğ® TØ t÷a ğµ 392,1162 dành cho ğÕo hæu lv 20 tr· lên. Ph§t Môn Bí Ğµng vào t× NPC Ph§t Môn Ğ® TØ t÷a ğµ 392,1153 dành cho ğÕo hæu lv 10 tr· lên.",""
"msg_script_help_lev40"," - Khi nào m¾i nên song tu 2 loÕi pháp bäo chính?
M²i môn phái ğ«u có th¬ luy®n 2 loÕi pháp bäo chính. M²i loÕi pháp bäo có thuµc tính kÛ nång khác nhau tùy vào ch÷n lña cüa ğÕo hæu. Ho£c nªu dß dä linh lñc ğÕo hæu có th¬ song tu cä 2 loÕi. Sau c¤p ğµ 45 có nhi®m vø hµ t¯ng t£ng nhi«u linh lñc, t¯t nh¤t hãy ch÷n lña song tu t× th¶i ği¬m này.",""
"msg_script_help_lev45"," - Trang b¸ hoàng kim, trang b¸ tím tÕi c¤m ğ¸a, trang b¸ danh v÷ng, bµ trang b¸ PVP, loÕi nào thích hşp?
Thøc S½n KÏ Hi®p có r¤t nhi«u trang b¸ ğa dÕng v¾i sÑc mÕnh khác nhau, phân bi®t theo màu s¡c, thuµc tính.
Trang b¸ hoàng kim có thuµc tính chuyên sâu mÕnh. ĞÕo hæu có th¬ lña ch÷n trang b¸ 1 dòng hay 2 dòng tùy vào khä nång và yêu c¥u riêng. Trang b¸ 1 dòng s¨ t§p trung sÑc mÕnh vào 1 ği¬m nh¤t ğ¸nh nhßng thiªu h² trş t× các m£t khác. 2 dòng tuy thêm thuµc tính nhßng sÑc mÕnh b¸ phân tán.
Trang b¸ tím tính theo bµ 6 món. Thuµc tính c¯ ğ¸nh không th¬ ch÷n lña, h½i th¤p so v¾i hoàng kim. Tuy nhiên ği¬m mÕnh cüa bµ trang b¸ là khi thu th§p ğßşc các thành ph¥n trong bµ. M²i 2 món, 4 món, 6 món s¨ có ği¬m cµng thêm giúp cß¶ng hóa sÑc mÕnh môn phái. VD: giäm th¶i gian thi tri¬n phép, giäm th¶i gian ch¶ v.v.
Bµ trang b¸ PVP cûng là dÕng trang b¸ tím nhßng thuµc tính chü yªu là tång th¬ lñc và bÕo kích, ğ°ng th¶i tång sÑc ğ« kháng cüa nhân v§t, là trang b¸ s¯ 1 khi pk.",""
"msg_script_help_lev5"," - C¤p ğµ 5-20 có th¬ bái sß h÷c ğÕo r°i!
Chúc m×ng kÏ hi®p ğã ğÕt c¤p ğµ 5. T¤t cä ngß¶i ch½i có c¤p ğµ t× 5-20 ğ«u có th¬ bái sß h÷c ğÕo. Sau khi bái sß, ğ® tØ m²i ğÕt c¤p 10, 20, 30 ğ«u nh§n ğßşc ph¥n thß·ng là pháp bäo chính (gØi qua NPC Quän Lı Bßu Ki®n)
Ngoài ra m²i l¥n ğ® tØ lên mµt c¤p ğµ (trß¾c lv 30) khi báo cáo v¾i sß phø cûng s¨ ğßşc nh§n thêm ph¥n thß·ng kinh nghi®m và linh lñc. Chi tiªt vui lòng truy c§p tamgioi.net",""
"msg_script_mail_lev10"," - C¤p 10 r°i, ğã có th¬ thñc hi®n Dung Hşp Pháp Bäo!
Pháp bäo mu¯n lên c¤p phäi ğßşc tinh luy®n. Nhßng khi ğã ğÕt cñc hÕn mà mu¯n tiªp tøc tinh luy®n thì phäi tiªn hành dung hşp v¾i pháp bäo c¤p cao h½n. Chú ı: chï có th¬ dung hşp pháo bäo cùng loÕi (Ví dø cung chï dung hşp v¾i cung, không th¬ dung hşp v¾i nö hay kiªm)
B¤m S ğ¬ m· bäng KÛ Nång, ch÷n bi¬u tßşng Dung Hşp Pháp Bäo. TÕi bäng dung hşp, hãy ğ£t pháp bäo cû vào ô trái, pháp bäo m¾i vào ô phäi. Ô giæa bên dß¾i s¨ hi¬n th¸ pháp bäo kªt quä. Pháp bäo sau khi dung hşp s¨ lßu lÕi c¤p ğµ và linh lñc cüa pháp bäo cû. Hãy b¤m xác nh§n nªu ğÕo hæu quyªt ğ¸nh dung hşp. Chi tiªt vui lòng truy c§p tamgioi.net",""
"msg_script_mail_lev13"," - Khi ğÕt trình ğµ cao nên có thêm hi¬u biªt v« KÛ Nång Pháp Bäo.
Pháp bäo ğßşc chia thành Pháp bäo chính (vû khí) và Pháp bäo h² trş. 1 nhân v§t có th¬ cùng lúc trang b¸ 1 pháp bäo chính và 2 pháp bäo h² trş. Có th¬ thay ğ±i pháp bäo tùy vào tình hình chiªn ğ¤u. Pháp bäo chính cûng có 2 loÕi g°m 2 nhóm kÛ nång khác nhau. Vì tinh luy®n pháp bäo hao t¯n r¤t nhi«u linh lñc do ğó t× c¤p ğµ 45 tr· v« trß¾c chï nên t§p trung 1 loÕi pháp bäo chính và các loÕi pháp bäo h² trş c¥n thiªt. Ğªn khi ğÕt c¤p cao h½n hÇng nên song tu 2 pháp bäo chính. ĞÕo hæu hãy b¤m phím S ğ¬ m· bäng KÛ Nång Pháp Bäo, ğ°ng th¶i l¤y bi¬u tßşng kÛ nång cüa t×ng pháp bäo cho vào thanh ti®n ích ğ¬ thao tác nhanh h½n. Chi tiªt vui lòng truy c§p tamgioi.net",""
"msg_script_mail_lev23"," - Nguyên Th¥n v×a giúp ğ« cao thuµc tính cüa bän thân v×a giúp thu v« kinh nghi®m và linh lñc khi ğÕo hæu r¶i khöi game. Hãy b¤m phím C ğ¬ m· bäng Nhân V§t, b¤m ch÷n trang Nguyên Th¥n.
Bª Quan Tu Luy®n là gì? Bª quan giúp ğÕo hæu nh§n kinh nghi®m và linh lñc khi · trÕng thái thoát game. Hãy b¤m nút 'Bª Quan' và ğánh d¤u ch÷n vào ô 'Tñ Ğµng' ğ¬ nhân v§t tñ ğµng bª quan khi thoát game. TÕi ğây ğÕo hæu s¨ nhìn th¤y s¯ kinh nghi®m và linh lñc có th¬ nh§n ğßşc khi bª quan, ğßşc tính theo gi¶. M²i gi¶ s¨ tiêu hao 20 Nguyên Th¥n Lñc. Sau khi tiêu hao hªt thì h® th¯ng tñ ğµng kªt thúc. ĞÕo hæu vào trò ch½i mµt th¶i gian thì ği¬m này s¨ khôi phøc lÕi. Nªu mua thêm TØ Huy«n Quä và Nguyên Tinh Linh Phách thì s¨ tång thêm s¯ lßşng KN & LL nh§n ğßşc.
KN & LL nh§n ğßşc t× bª quan s¨ ğßşc lßu træ tÕi 2 thanh ği¬m trong bäng Nguyên Th¥n. Phäi b¤m chæ THU ğ¬ nh§n ği¬m.",""
"msg_script_mail_lev25"," - Khäm nÕm s¨ giúp nhân v§t tr· nên mÕnh h½n?
Trên con ğß¶ng tu luy®n, ğÕo hæu c¥n khäm nÕm vû khí và trang b¸ ğ¬ có th¬ ngày mµt mÕnh m¨ h½n. (Vû khí sØ døng các loÕi Hoành Bäo ThÕch, trang b¸ sØ døng các loÕi Quang Bäo ThÕch)
Khi c¤p ğµ khäm nÕm ğÕt ğªn +4, +7 ho£c cao h½n thì s¨ có hi®u Ñng b¡t m¡t, khiªn ğÕo hæu n±i b§t giæa ğám ğông. Các loÕi bäo thÕch có th¬ ğßşc tìm th¤y khi ğánh quái ho£c mua t× KÏ Trân Các. Ğ¬ tiªn hành khäm nÕm, hãy ğªn NPC Thiªt Tßşng trong thành tr¤n.
Ngân lßşng c¥n ğ¬ khäm nÕm khác nhau giæa vû khí và trang b¸, c¤p ğµ càng cao chi phí càng cao. Theo ğó thuµc tính cûng càng mÕnh. Ngoài kÜ thú Ti¬u H± thì các kÜ thú khác ğ«u có th¬ khäm nÕm. C¤p ğµ khäm nÕm càng cao thì t¯c ğµ di chuy¬n càng tång, ngoÕi hình cûng rñc rŞ h½n. Chi tiªt vui lòng truy c§p tamgioi.net",""
"msg_script_mail_lev28"," - Nhi«u ngß¶i nói v« 'C¤m ğ¸a Ngßng Bích Nhai', v§y chúng · ğâu?
Th§t ra C¤m ğ¸a Ngßng Bích Nhai g°m 2 c¤m ğ¸a Bách Hoa S½n Tri«u Âm Ğµng và Ph§t Môn Bí Ğµng. Ğây là 2 c¤m ğ¸a ğ£c bi®t, có nhi®m vø h¢ng ngày. M²i ngày thñc hi®n 2 l¥n s¨ nh§n ğßşc lßşng l¾n ği¬m Kinh nghi®m và Linh lñc. L¯i vào Tri«u Âm Ğµng là t× NPC Bách Hoa Ğ® TØ t÷a ğµ 392,1162 dành cho ğÕo hæu lv 20 tr· lên. Ph§t Môn Bí Ğµng vào t× NPC Ph§t Môn Ğ® TØ t÷a ğµ 392,1153 dành cho ğÕo hæu lv 10 tr· lên.",""
"msg_script_mail_lev3"," - Pháp bäo chính (vû khí) cüa tôi · ğâu?
Hãy b¤m ch÷n phím i ğ¬ m· cØa s± Trang b¸, trong trang chÑa v§t ph¦m ğ¥u tiên có pháp bäo chính mà ğÕo hæu c¥n sØ døng, b¤m phäi vào pháp bäo ğ¬ trang b¸ lên ngß¶i. Có th¬ tinh luy®n, khäm nÕm ho£c dung hşp ğ¬ pháp bäo ngày mµt mÕnh h½n.
 - Tinh luy®n nhß thª nào?
1. Ğ¥u tiên phäi tháo bö pháp bäo ğang trang b¸ b¢ng cách b¤m phäi vào pháp bäo. Ğ£t pháp bäo tÕi trang chÑa v§t ph¦m.
2. B¤m S ğ¬ vào cØa s± Kî Nång, b¤m ch÷n bi¬u tßşng Tinh Luy®n Pháp Bäo, ğ£t pháp bäo vào ô tr¯ng giæa bäng và b¤m ch÷n nút B¡t ğ¥u ğ¬ tiªn hành tinh luy®n. Tinh luy®n s¨ tiêu hao linh lñc và mµt ít ngân lßşng.
3. Sau khi tinh luy®n ğÕo hæu hãy b¤m phäi vào pháp bäo ğ¬ trang b¸ và sØ døng.",""
"msg_script_mail_lev30"," - C¥n gia nh§p bang hµi thì làm sao ğây?
Có l¨ ğÕo hæu mu¯n tìm mµt nhóm bÕn th§t sñ h² trş lçn nhau, cùng nhau phát tri¬n, thay vì phäi v¤t vä tu luy®n mµt mình? H® th¯ng bang hµi trong game s¨ là n½i biªn sñ cô ğµc thành tình nghîa huynh ğ® g¡n bó. Hãy thØ lên tiªng trên kênh Tam Gi¾i xem, thª nào cûng có bang hµi m¶i gia nh§p.
Nªu nhß bän thân ğÕo hæu ğã ğü hùng mÕnh thì hãy ğªn NPC 'Quän lı bang hµi' và tÕo l§p cho mình mµt bang hµi riêng, thu nÕp bang chúng ğ¬ cùng xây dñng. Chi tiªt vui lòng truy c§p tamgioi.net",""
"msg_script_mail_lev31"," - So tài tÕi Tu Luy®n Trß¶ng PVP, PVE!
Tu Luy®n Trß¶ng là h® th¯ng tï võ mang tính ğµi ngû cñc cao. Ngß¶i ch½i có th¬ tñ l§p nhóm và tham dñ các tr§n ğ¤u tÕi ğây. Tu Luy®n Trß¶ng g°m 2 loÕi: PVP và PVE (Ngß¶i ch½i tØ vong tÕi ğây không b¸ m¤t ği¬m)
PVE có th¬ tång ği¬m Nguyên Th¥n L¸ch Luy®n (sau ğşt t¤n công thÑ 10) và có ği¬m thß·ng là kinh nghi®m và linh lñc (ğşt t¤n công càng cao thß·ng càng nhi«u). M²i ngày có th¬ vào PVE 3 l¥n.
PVP có th¬ nh§n ğßşc ği¬m thi ğ¤u PVP, ği¬m PVP cá nhân dùng mua các trang b¸ PVP (tím) v¾i thuµc tính h¤p dçn. L¥n ğ¥u tham gia m²i nhóm s¨ có 1000 ği¬m PVP nhóm. Tiêu di®t quái cüa ğ¯i phß½ng ğßşc 1 ği¬m/1 con, tiêu di®t ğ¸ch thü ğ¯i phß½ng 5 ği¬m/1 ngß¶i. M²i sáng chü nh§t h® th¯ng s¨ tính toán ğ¬ chuy¬n ği¬m PVP nhóm thành ği¬m cá nhân theo công thÑc: ği¬m PVP nhóm x 50. Ği¬m nhóm s¨ b¸ xóa ği, ği¬m cá nhân ğßşc tích lûy tÕi t×ng ngß¶i ch½i. Nªu nhóm có ği¬m PVP nhóm th¤p h½n 1000 thì s¨ thành viên nhóm s¨ không có ği¬m cá nhân. M²i ngày nhóm có th¬ tham gia 10 tr§n PVP. Chi tiªt vui lòng truy c§p tamgioi.net",""
"msg_script_mail_lev32"," - KÏ Trân Các là gì?
ĞÕo hæu có th¬ b¤m ch÷n vào bi¬u tßşng kim nguyên bäo tÕi góc phäi trên màn hình ğ¬ m· giao di®n KÏ Trân Các. TÕi ğây có bán các loÕi kÏ trân d¸ bäo và cä nhæng v§t ph¦m thiªt yªu nhß ğan dßşc, kÜ thú, thu¥n thú hay v§t ph¦m nhi®m vø ğ£c bi®t b¢ng MCash. Chi tiªt vui lòng truy c§p tamgioi.net",""
"msg_script_mail_lev34"," - Ğã ğªn lúc tr· thành sß phø!
Ğã t×ng làm ğ® tØ ğ¬ ğßşc chï bäo t§n tình, nay hãy lînh chÑc sß phø ğ¬ giúp ğŞ nhæng ğÕo hæu c¤p ğµ th¤p h½n xem sao. M²i khi ğ® tØ h°i báo c¤p ğµ ğã tu luy®n ğßşc thì sß phø s¨ nh§n ğßşc khá nhi«u kinh nghi®m và linh lñc. Khi ğ° ğ® ğÕt c¤p 30 và xu¤t sß, sß phø còn nh§n ğßşc ği¬m sß ğ°, có th¬ ğ±i thành ği¬m danh v÷ng ğ¬ mua bµ trang b¸ danh v÷ng quı giá.",""
"msg_script_mail_lev35"," - Nhi®m vø hµ t¯ng là gì?
Nhi®m vø hµ t¯ng là hµ t¯ng NPC t× 1 v¸ trí ğªn 1 v¸ trí khác theo yêu c¥u cüa nhi®m vø. M²i ngày sau 24h00 s¨ có th¬ tiªp nh§n lÕi t× ğ¥u v¾i ği¬m thß·ng r¤t h¤p dçn (kinh nghi®m, linh lñc và ngân lßşng). Nhi®m vø hµ t¯ng khá v¤t vä nên kÏ hi®p c¥n m¶i thêm ğÕo hæu tham gia ğ¬ hoàn thành nhi®m vø.
Hi®n nhi®m vø hµ t¯ng có 3 loÕi: lv 25, 35, 45. C¤p ğµ 25 nh§n tÕi Thành Ğô NPC Kh¤u Lâm t÷a ğµ 463,-400. C¤p ğµ 35 nh§n tÕi phía Tây Thành Ğô NPC CØ Nhân Chu Vån Tòng t÷a ğµ -112,-382. C¤p ğµ 45 nh§n tÕi Tuyªt S½n NPC TØ Linh t÷a ğµ -958,-913
M©o: Nhæng lúc cao trào ğÕo hæu có th¬ g£p nhi«u nhóm cùng thñc hi®n nhi®m vø, gây cän tr· t¥m nhìn. Hãy b¤m giæ phím F12 ğ¬ ¦n nhæng ngß¶i ch½i khác tr× NPC, nh¥m d­ theo dõi NPC c¥n hµ t¯ng.",""
"msg_script_mail_lev36"," - Tï võ m²i ngày, khám phá c¤m ğ¸a, PVE quyªt li®t, th§t nhi«u h¤p dçn!
TÕi Thøc S½n KÏ Hi®p, các ğÕo hæu có th¬ ğ¡m mình vào vô s¯ h® th¯ng cµng ğ°ng phong phú, v¾i nhi«u ph¥n thß·ng thú v¸, lên c¤p d­ dàng nhßng không h« nhàm chán.
- Ğ¤u Trß¶ng PK: Có 2 ğ¤u trß¶ng s½ c¤p và cao c¤p, t÷a lÕc tÕi Thành Ğô 319,-521. Ğ¤u trß¶ng s½ c¤p dành cho kÏ hi®p c¤p ğµ 20-35. Ğ¤u trß¶ng cao c¤p dành cho kÏ hi®p c¤p ğµ 35 tr· lên. TÕi ğây ğÕo hæu có th¬ thöa sÑc so tài PK mà không b¸ m¤t ği¬m kinh nghi®m hay tång ği¬m PK mà còn ğßşc nh§n nhi®m vø Kích HÕ, thu ğßşc kinh nghi®m và linh lñc.
- Nhi®m vø hµ t¯ng là nhi®m vø có th¬ l£p lÕi m²i ngày v¾i ph¥n thß·ng kinh nghi®m, linh lñc và ngân lßşng h¤p dçn. M²i c¤p 25, 35, 45 ğ«u có nhi®m vø hµ t¯ng.
- H® th¯ng c¤m ğ¸a: C¤m ğ¸a tÕi Thøc S½n KÏ Hi®p thuµc dÕng phó bän (c¤m ğ¸a sao chép) dành cho nhóm 5 ngß¶i t¯i ğa, giúp tránh trß¶ng hşp nhi«u ngß¶i tranh giành cùng 1 c¤m ğ¸a. Khi ğÕt c¤p ğµ 15 ğÕo hæu ğã có th¬ vào c¤m ğ¸a ğ¥u tiên. Ğó là khu vñc giành riêng cho nhóm tham gia thöa sÑc sån bäo v§t và phát huy sÑc mÕnh ğ°ng ğµi.
- H® th¯ng PVE và PVP: Là h® th¯ng giúp rèn luy®n kÛ nång v¾i ph¥n thß·ng kinh nghi®m, linh lñc h¤p dçn. KÏ hi®p lv10 tr· lên có th¬ vào Tu Luy®n Trß¶ng PVE, lv15 l§p nhóm, m²i ngày t¯i ğa 3 l¥n. T× vòng ğ¤u PVE thÑ 10 tr· ği s¨ nh§n ğßşc ği¬m Nguyên Th¥n L¸ch Luy®n. Tham gia h® th¯ng PVP có th¬ nh§n ğßşc ği¬m thi ğ¤u PVP dùng mua bµ trang b¸ tím quı giá, m²i ngày t¯i ğa vào ğßşc 10 l¥n.",""
"msg_script_mail_lev38"," - Nhi«u ngß¶i nói v« 'C¤m ğ¸a Ngßng Bích Nhai', v§y chúng · ğâu?
Th§t ra C¤m ğ¸a Ngßng Bích Nhai g°m 2 c¤m ğ¸a Bách Hoa S½n Tri«u Âm Ğµng và Ph§t Môn Bí Ğµng. Ğây là 2 c¤m ğ¸a ğ£c bi®t, có nhi®m vø h¢ng ngày. M²i ngày thñc hi®n 2 l¥n s¨ nh§n ğßşc lßşng l¾n ği¬m Kinh nghi®m và Linh lñc. L¯i vào Tri«u Âm Ğµng là t× NPC Bách Hoa Ğ® TØ t÷a ğµ 392,1162 dành cho ğÕo hæu lv 20 tr· lên. Ph§t Môn Bí Ğµng vào t× NPC Ph§t Môn Ğ® TØ t÷a ğµ 392,1153 dành cho ğÕo hæu lv 10 tr· lên.",""
"msg_script_mail_lev40"," - Khi nào m¾i nên song tu 2 loÕi pháp bäo chính?
M²i môn phái ğ«u có th¬ luy®n 2 loÕi pháp bäo chính. M²i loÕi pháp bäo có thuµc tính kÛ nång khác nhau tùy vào ch÷n lña cüa ğÕo hæu. Ho£c nªu dß dä linh lñc ğÕo hæu có th¬ song tu cä 2 loÕi. Sau c¤p ğµ 45 có nhi®m vø hµ t¯ng t£ng nhi«u linh lñc, t¯t nh¤t hãy ch÷n lña song tu t× th¶i ği¬m này.
- Nga My Thu§t Sî g°m Phi Kiªm (höa) và Phi Ğao (thüy). Phi kiªm công kích mÕnh nhßng tiêu hao nhi«u pháp lñc và kÛ nång ít. Phi ğao công kích kém h½n nhßng có kÛ nång t¤n công di®n rµng.
- Ph§t Môn Tång Nhân g°m Thi«n Trßşng (ph§t) và Th¥n Côn (höa). Thi«n Trßşng ğánh ğòn bÕo kích t¯t và có kÛ nång ğ¸nh thân nhßng thiªu khä nång giæ BOSS. Th¥n Côn tuy bÕo kích th¤p nhßng có kÛ nång ğánh di®n rµng, phá phòng v®, sØ døng t¯t khi di®t BOSS hay PVE.
- Thanh Thành †n Giä g°m Liên Ğao (lôi) và Ğoän Ğao (ğµc). Liên Ğao có kÛ nång ğánh di®n rµng v¾i t¯c ğµ công kích nhanh nhßng kÛ nång hÕn chª. Ğoän Ğao bÕo kích mÕnh, kÛ nång tiªp c§n ğ¯i thü nhanh chóng và kÛ nång PVP chuyên nghi®p nhßng không có kÛ nång ğánh lan nên luy®n c¤p khá khó.
- Tiên C¥m Linh SÑ g°m Th¥n Cung (thüy) và Cß¶ng Nö (ğµc). Th¥n Cung có kÛ nång phá phòng v® và ğánh lan hi®u quä, công kích mÕnh nhßng thiªu kÛ nång ğ¸nh thân. Cß¶ng Nö bÕo kích cao, gây sát thß½ng l¾n nhßng công kích theo t×ng cá th¬, luy®n c¤p h½i khó.
- Bách Hoa Phi Tiên g°m Phi Luân (ği®n) và Bäo Châu (thüy). Phi Luân có kÛ nång ğ¸nh thân, công kích khá nhßng th¶i gian thi tri¬n lâu. Bäo Châu kÛ nång hÕn chª, công kích v×a nhßng có kÛ nång tÑc thì kèm duy trì sát thß½ng ğµc, tính nhanh nh©n cao.",""
"msg_script_mail_lev45"," - Trang b¸ hoàng kim, trang b¸ tím tÕi c¤m ğ¸a, trang b¸ danh v÷ng, bµ trang b¸ PVP, loÕi nào thích hşp?
Thøc S½n KÏ Hi®p có r¤t nhi«u trang b¸ ğa dÕng v¾i sÑc mÕnh khác nhau, phân bi®t theo màu s¡c, thuµc tính.
Trang b¸ hoàng kim có thuµc tính chuyên sâu mÕnh. ĞÕo hæu có th¬ lña ch÷n trang b¸ 1 dòng hay 2 dòng tùy vào khä nång và yêu c¥u riêng. Trang b¸ 1 dòng s¨ t§p trung sÑc mÕnh vào 1 ği¬m nh¤t ğ¸nh nhßng thiªu h² trş t× các m£t khác. 2 dòng tuy thêm thuµc tính nhßng sÑc mÕnh b¸ phân tán.
Trang b¸ tím tính theo bµ 6 món. Thuµc tính c¯ ğ¸nh không th¬ ch÷n lña, h½i th¤p so v¾i hoàng kim. Tuy nhiên ği¬m mÕnh cüa bµ trang b¸ là khi thu th§p ğßşc các thành ph¥n trong bµ. M²i 2 món, 4 món, 6 món s¨ có ği¬m cµng thêm giúp cß¶ng hóa sÑc mÕnh môn phái. VD: giäm th¶i gian thi tri¬n phép, giäm th¶i gian ch¶ v.v.
Bµ trang b¸ PVP cûng là dÕng trang b¸ tím nhßng thuµc tính chü yªu là tång th¬ lñc và bÕo kích, ğ°ng th¶i tång sÑc ğ« kháng cüa nhân v§t, là trang b¸ s¯ 1 khi pk.",""
"msg_script_mail_lev5"," - C¤p ğµ 5-20 có th¬ bái sß h÷c ğÕo r°i!
Chúc m×ng kÏ hi®p ğã ğÕt c¤p ğµ 5. T¤t cä ngß¶i ch½i có c¤p ğµ t× 5-20 ğ«u có th¬ bái sß h÷c ğÕo. Sau khi bái sß, ğ® tØ m²i ğÕt c¤p 10, 20, 30 ğ«u nh§n ğßşc ph¥n thß·ng là pháp bäo chính (gØi qua NPC Quän Lı Bßu Ki®n)
Ngoài ra m²i l¥n ğ® tØ lên mµt c¤p ğµ (trß¾c lv 30) khi báo cáo v¾i sß phø cûng s¨ ğßşc nh§n thêm ph¥n thß·ng kinh nghi®m và linh lñc. Chi tiªt vui lòng truy c§p tamgioi.net",""
"msg_script_newbie_item","Chào m×ng ğÕo hæu gia nh§p Tam Gi¾i Thøc S½n, bßu ki®n này là món quà nhö mà Thánh Ği®n xin gØi t£ng, chúc quı ğÕo hæu luôn vui vë.",""
"msg_script_onenterworld","Ğ¬ bäo v® v§t ph¦m cüa ğÕo hæu, sau khi ğång nh§p 10 phút sau m¾i có th¬ tiªn hành giao d¸ch, khäm nÕm hay các thao tác änh hß·ng ğªn quy«n s· hæu cüa v§t ph¦m.",""
"msg_script_protect_bouns","Tï l® nhân cüa ph¥n thß·ng hi®n tÕi là %d%%, t× ğşt thÑ 20 tr· ği m²i 10 ğşt vßşt qua ğßşc, tï l® này s¨ tång.",""
"msg_script_protect_exp","Kinh nghi®m tích lûy hi®n tÕi là %d",""
"msg_script_protect_gold","Ngân lßşng tích lûy hi®n tÕi là %d",""
"msg_script_protect_nimbus","Linh lñc tích lûy hi®n tÕi là %d",""
"msg_script_protect_stand","Hình thÑc thi ğ¤u",""
"msg_script_protect_train","Hình thÑc t§p luy®n",""
"msg_script_5290","Ngân Anh Võ Tång Kim Cang ğã xông vào Ğ¤u trß¶ng s½ c¤p, chß v¸ ğÕo hæu hãy mau chóng ğªn ğó b¡t l¤y yêu tång!",""
"msg_script_5291","Ngân Anh Løc Thø QuÖ Linh ğã xông vào Ğ¤u trß¶ng cao c¤p, chß v¸ ğÕo hæu hãy mau chóng ğªn ğó b¡t l¤y yêu nghi®t!",""
"msg_script_5339_1","XuÜt! Ğ×ng nói nhi«u! N½i này cñc kÏ nguy hi¬m, nªu không có nhi®m vø quan tr÷ng thì t¯t nh¤t hãy r¶i khöi ğây!",""
"msg_script_5339_2","TÕi hÕ thuµc bên Doanh TrÕi Vân Linh S½n ğªn ğây thám thính. Hi®n ğang tìm mµt v¸ ¦n sî ğang thu th§p tình báo tÕi ğây. ĞÕi hi®p nªu có r¶i khöi thì nh¶ mang thß tín này ğªn cho BÕch Vân ĞÕi Sß.",""
"msg_script_5340_1","Thân trong hang c÷p, m÷i vi®c ğ«u phäi tùy c½ Ñng biªn, këo sau này không còn d¸p g£p nhau.",""
"msg_script_5340_2","Thí chü không c¥n lo l¡ng cho b¥n tång, t×ng ng÷n cö · ğây ta ğ«u n¡m rõ trong lòng bàn tay. Nªu có g£p BÕch Vân ĞÕi Sß, nh¶ kÏ hi®p báo tin này dùm.",""
"msg_script_5341_1","Ta quyªt không tØ chiªn tÕi ğây, nh¤t ğ¸nh phäi thoát khöi!",""
"msg_script_5341_2","T× khi b¸ b¡t nh¯t · ğây, ta ğã tìm m÷i cách nhßng vçn không thoát ğßşc. Nªu không phäi vì ğang n¡m giæ tung tích cüa pháp bäo b¸ th¤t lÕc, có l¨ ğã không th¬ toàn mÕng mà s¯ng sót.",""
"msg_script_5342_1","Có 1 cái thi hài cüa v¸ thß½ng khách trung niên, kh¡p ngß¶i ğ¥y rçy nhæng vªt thß½ng, cho th¤y y ğã phäi ch¸u ğñng nhi«u ğau kh±.",""
"msg_script_5342_2","V¸ ğµi trß·ng cüa ğµi thß½ng nhân ğã g£p nÕn và tØ vong t× lâu, trong tay vçn giæ ch£t mµt ¤n chß½ng kÏ lÕ.",""
"msg_script_5507_1","Sao vçn còn quanh qu¦n · ğây?",""
"msg_script_5507_2","Ğúng là trë con, sau này không ch½i v¾i h¡n næa, giúp ta chuy¬n Linh Ğang này cho h¡n nhé.",""
"msg_script_5508_1","Sao vçn còn quanh qu¦n · ğây?",""
"msg_script_5508_2","Chong chóng ch½i vui quá, nhßng phäi trä lÕi r°i..",""
"msg_script_5509_1","Sao vçn còn quanh qu¦n · ğây?",""
"msg_script_5509_2","K©o H° Lô ngon quá ği.. Ta mu¯n ån næa!",""
"msg_script_5510_onarrive","Sao? Là muµi muµi cüa ta nh¶ ngß¶i ği tìm ta? Ğúng là ğã không còn s¾m næa, ta th¤y quä th§t ğªn lúc phäi quay v« r°i.",""
"msg_script_5510_onarrive_4","Pháo hoa ğ©p quá! Ch² này t¯i ğen nhß mñc, ta sş l¡m..",""
"msg_script_5532_onendduel_lost","Ahh! ĞÕi hi®p.. Hãy d×ng tay! TÕi hÕ ğßşc gia sß Li­u Yªn Nß½ng nh¶ vä, ğªn ğây ğ¬ ğón CØu Chï Tiên cô nß½ng. V¸ cô nß½ng này tiên khí h½n ngß¶i s¨ giúp tr¸ b®nh cho phø thân. Mong kÏ hi®p th¤u hi¬u!",""
"msg_script_5532_onendduel_win","V¾i tài m÷n cüa ngß½i mà cûng dám tÖ thí v¾i ta sao? Th§t nñc cß¶i! Hãy v« luy®n t§p thêm ği..",""
"msg_script_5532_onstartduel","Cho ta xem thñc lñc cüa ngß½i nào.",""
"msg_script_5551","Th§t ğáng tiªc, nguyên khí trong Minh Viêm Ğînh ğã ğßşc b÷n yêu nghi®t luy®n hóa xong, Løc Mang Tinh Tr§n ğã b¸ ğóng; nªu mu¯n vào Tê Vân Ğµng phäi phá tr§n lÕi t× ğ¥u.",""
"msg_script_5559","Tiêu r°i! Tr§n pháp ğã b¸ phá, thüy ğÕo ğã ğßşc liên thông. Phäi báo ngay cho chü nhân m¾i ğßşc. Các ngß½i hãy li®u h°n!",""
