STRID,LAN,Remark
help_monster_36to40,"T× c¤p 36 tr· ği có th¬ ch÷n ğªn Tuyªt S½n phía sau Quª Hoa S½n, n½i ğó quanh nåm là mùa ğông tuyªt phü, là n½i tø h÷p cüa qu¥n ma Thanh Loa S½n. BÕn có th¬ rèn luy®n thân thü · ğây, chu¦n b¸ cho công cuµc ğánh bÕi Thanh Loa S½n.

Quái v§t · Tuyªt S½n
Tây Vñc Yêu Nhân c¤p 35 Ti¬u Trß¶ng BÕch S½n
Tây Vñc Li®t Khuy¬n c¤p 35 Ti¬u Trß¶ng BÕch S½n
Tây Vñc Ma Tång c¤p 35 Ti¬u Trß¶ng BÕch S½n
Thñc Hü NgÕc Ngß c¤p 36 Ğ¥m QuÖ Änh
H°ng Ğ¥u Th¯c ThÑu c¤p 36 Ğ¥m QuÖ Änh
Thü Lînh Th¯c ThÑu c¤p 36 Ğ¥m QuÖ Änh (Tinh Anh)
Th¯c ThÑu Hµ V®  c¤p 36 Ğ¥m QuÖ Änh
Ğ¢ng Tu Quái   c¤p 37 QuÖ Phong S½n C¯c
Lâm Chß·ng H¡c Hùng c¤p 37 QuÖ Phong S½n C¯c
Tuyªt S½n Phi Xà c¤p 37 Tuyªt Tùng Lâm Ğ¸a
Tây Phß½ng Dã Ma c¤p 38 QuÖ Phong S½n C¯c (Tinh Anh)
Dã Ma Hµ V®  c¤p 38 QuÖ Phong S½n C¯c
Khoáng ThÕch Cñ Nhân c¤p 38 Tuyªt S½n LÕp Trß¶ng
Cao S½n Dã Lang c¤p 38 Tuyªt S½n LÕp Trß¶ng
Tuyªt ¿ng     c¤p 39 NgoÕi Viên Thanh Vi­n Tñ 
Báo Tuyªt     c¤p 39 NgoÕi Viên Thanh Vi­n Tñ 
Vi­n C± Tuyªt Nhân c¤p 39 LoÕn ThÕch Cß½ng
Tuyªt S½n Cñ Nhân c¤p 39 LoÕn ThÕch Cß½ng (Tinh Anh)
Tuyªt S½n Cß¶ng ĞÕo c¤p 40 Phù Bång Khu
Thanh Vi­n Tñ Yêu Tång c¤p 40 Thanh Vi­n Tñ
PhÕm Nã Gia Âm Nh¸ c¤p 40 Thanh Vi­n Tñ (Tinh Anh)
Yêu Tång Hµ V®  c¤p 40 Thanh Vi­n Tñ
Ma Cung Träo Nha c¤p 40 Phù Bång Khu

",
help_monster_41to45,"T× c¤p 41 tr· ği có th¬ ğªn Thanh Loa S½n. N½i ğây ğ¸a hình phÑc tÕp, quái v§t nhi«u vô s¯, tính cänh giác cûng cao h½n quái v§t trß¾c nhi«u, vì v§y phäi c¦n tr÷ng ğ×ng ğä ğµng quá nhi«u quái v§t. Thanh Loa S½n có hang ± trß¾c ğây cüa Bát Ma, Thanh Loa S½n Ma Cung (c¤m ğ¸a). Hi®n chï còn 4 ma ğ¥u · lÕi canh gác trong ma cung nên tß½ng ğ¯i yªu. Sau khi bÕn chu¦n b¸ xong thì có th¬ cùng ğÕo hæu thØ träm yêu di®t ma.

Quái v§t · Thanh Loa S½n
Thanh Loa S½n Tu¥n La c¤p 41 Sinh Môn
Thanh Loa S½n Ma Binh   c¤p 41 Sinh Môn
Bång Sß½ng Tuyªt Nhân     c¤p 41 Sinh Môn
Thanh Loa S½n Yêu nhân   c¤p 42 Bång Tinh ThÕch Lâm
Nµ H¯ng Tuyªt Nhân     c¤p 42 Bång Tinh ThÕch Lâm
Ma Hóa Tuyªt Quái     c¤p 43 Ôn Tuy«n C¯c
Ma Hóa Thüy Quái     c¤p 43 Ôn Tuy«n C¯c
Ma Hóa N­ Quái     c¤p 43 Ôn Tuy«n C¯c
Chiªn Sî Bång Kiên     c¤p 44 Bång Chùy Lînh
Thanh Loa S½n Äo Ma c¤p 44 TØ Môn
Sß½ng H°n         c¤p 44 Sß½ng Thø Lâm
Thanh Hoa S½n Ğao phü  c¤p 45 Cát H¥u Ğài
Thanh Loa S½n Thü V®  c¤p 45 ĞoÕn Tı Nhai
U Linh QuÖ Träo     c¤p 45 ĞoÕn Tı Nhai  


",
help_monster_46to50,"T× c¤p 46 tr· ği có th¬ thØ ğªn Mãng Thß½ng S½n phía ğông Thành Ğô. Mãng Thß½ng S½n yêu tà nhi«u vô s¯. BÕn có th¬ thØ thân thü v¾i nhæng cß½ng thi quÖ quái · Tri®u Th¥n Miªu. Mã Hùng Thôn · phía ğông là n½i sinh s¯ng cüa nhæng ngß¶i BÕch Mã Hùng yêu hòa bình, h÷ b¸ sñ Ñc hiªp cüa H¡c Mã Hùng nên r¤t c¥n sñ giúp ğŞ cüa nhæng v¸ kÏ hi®p häo tâm. ĞÕo cø thu ğßşc sau khi tiêu di®t quái v§t · Mãng Thß½ng S½n có th¬ dùng ğ¬ ğ±i l¤y danh v÷ng · ğây. Thß½ng nhân danh v÷ng · Mãng Thß½ng S½n có th¬ bán nhæng bµ trang b¸ TØ Ğinh. — phía Ğông Nam là Yêu Nhân Ğµng Phü, là n½i · cüa nhæng tán tiên tà phái nhß Li®t Höa Lão T±... Hãy ğªn khám phá n½i ğó khi bÕn ğã mÕnh h½n.

Quái v§t · Mãng Thß½ng S½n
Thanh Dñc Phiên Phúc c¤p 45 Tri®u Th¥n Miªu
Mai Hoa Tinh   c¤p 45 Tri®u Th¥n Miªu
Cß½ng Thi     c¤p 45 Tri®u Th¥n Miªu
Thúy Ği¬u     c¤p 45 Tri®u Th¥n Miªu
Biªn D¸ H¡c Mã Hùng c¤p 46 Mã Hùng S½n Ğµng
Th¤t H°n H¡c Mã Hùng c¤p 46 Mã Hùng S½n Ğµng
H¡c Mã Hùng Tu¥n La c¤p 46 Mã Hùng S½n Ğµng
H¡c Mã Hùng Thü V® c¤p 46 Mã Hùng S½n Ğµng
Mã Hùng Th¯ng Lînh c¤p 46 Mã Hùng S½n Ğµng
S½n Tiêu Tiên Phong c¤p 47 S½n Tiêu Ğµng Huy®t
S½n Tiêu Chiªn Sî  c¤p 47 S½n Tiêu Ğµng Huy®t
ĞÕo Sî S½n Tiêu c¤p 47 S½n Tiêu Ğµng Huy®t
QuÖ S½n Tiêu c¤p 47 S½n Tiêu Ğµng Huy®t
KÏ ThÕch Thü V® c¤p 47 Mã Hùng Thôn Phø C§n
Kë ğµt kích KÏ ThÕch c¤p 47 Mã Hùng Thôn Phø C§n
Tam Änh Th¥n Quân c¤p 47 Mã Hùng Thôn Phø C§n
Höa Phiªn TØ Y Tiªt c¤p 47 Mã Hùng Thôn Phø C§n
Ti¬u Mµc BÕt   c¤p 48 Mµc BÕt Sào Huy®t
Mµc BÕt     c¤p 48 Mµc BÕt Sào Huy®t
Th¯ng Lãnh Mµc BÕt c¤p 48 Mµc BÕt Sào Huy®t
Mµc BÕt Yêu Thú c¤p 48 Mµc BÕt Sào Huy®t
Xích Thi Th¥n Quân c¤p 48 Mµc BÕt Sào Huy®t
Ti¬u Mãnh H±  c¤p 48 QuÖ H¯ng Lâm
ĞÕi Mãnh H± c¤p 48 QuÖ H¯ng Lâm
Lão Mãnh H± c¤p 49 QuÖ H¯ng Lâm
Höa Xà      c¤p 49 QuÖ H¯ng Lâm
LßŞng Ğ¥u Höa Xà  c¤p 49 QuÖ H¯ng Lâm
Xích Thân Næ QuÖ c¤p 49 QuÖ H¯ng Lâm
Xích Thân Næ Ma c¤p 49 QuÖ H¯ng Lâm
Løc Thø QuÖ Linh c¤p 49 QuÖ H¯ng Lâm
Ğµc Tri Chu c¤p 49 QuÖ H¯ng Lâm




",
help_monster_51to60,"T× c¤p 51 tr· ği có th¬ ği xuyên qua QuÖ H¯ng Lâm ğ¬ ğªn thØ thân thü · g¥n Ğ¾i Gia Trß¶ng. Trên ğoÕn ğß¶ng t× QuÖ H¯ng Lâm ğªn Ğ¾i Gia Trß¶ng s¨ ği qua mµt s¯ n½i nhß NhÕc Miªu, Kinh Cúc Lâm, Trß¶ng Sa Tr¤n, Lång Phü... G¥n ğây thª lñc tà ác · Læ Thôn ngày càng l¾n mÕnh, g¥n Ngß Th¥n Ğµng Phü lúc nào cûng có mµt nhóm ngß¶i ğ¯t ğu¯c ra vào thß¶ng xuyên. Nªu bÕn tích cñc giúp ğŞ m÷i ngß¶i trên ğß¶ng ği ğªn Ğ¾i Gia Trß¶ng thì danh v÷ng cüa bÕn · ğây s¨ tång r¤t nhanh.",
help_monster_5to10a,"Sau c¤p 5, ngß¶i ch½i có th¬ ch÷n ği ğªn Thiên Hóa Thôn dß¾i núi.
— Thiên Hóa Thôn ngß¶i dân tính tình chân ch¤t, trong thôn lÕi có ğ¥y ğü m÷i thÑ, là n½i tø h÷p cüa các tân thü, quái v§t xung quanh thích hşp cho vi®c tu luy®n cüa tân thü, nhi®m vø thôn trang s¨ giúp bÕn tìm ğßşc nhæng quái v§t phù hşp v¾i c¤p ğµ. Ngoài ra, thông qua thôn dân ¦n cß, bÕn s¨ ğªn ğßşc mµt ngôi làng khác dành cho tân thü là Døc Thành Thôn, nhßng ph¥n thß·ng nhi®m vø · ğây không phäi là ğÕo cø mà là kinh nghi®m và ngân lßşng. Lúc thñc hi®n loÕi nhi®m vø Tinh Anh t¯t nh¤t nên tri®u t§p ğÕo hæu ği cùng.

Quái v§t · Thiên Hóa Thôn
ĞÕi S½n Lang c¤p 4 Phía b¡c Thiên Hóa Thôn
Ma Cô     c¤p 5 Phía tây Thiên Hóa Thôn
Lang Vß½ng Th¸ V®  c¤p 6 Phía ğông b¡c Thiên Hóa Thôn
Tinh Anh Lang Vß½ng c¤p 6 Phía ğông b¡c Thiên Hóa Thôn (Tinh Anh)
Ti¬u Báo     c¤p 6 H¡c Tâm Thäo Nguyên
Ti¬u H¡c Báo   c¤p 6 H¡c Tâm Thäo Nguyên
Ti¬u Song Ğ¥u Xà c¤p 7 Ğ¥m H° Linh
Lßu Phï     c¤p 7 Phía nam Thiên Hóa Thôn
U Linh     c¤p 7 H¡c Tâm Thäo Nguyên
Kim Giác Mãng Xà   c¤p 8 Ğ¥m H° Linh
Cß¶ng ĞÕo     c¤p 8 Phía nam Thiên Hóa Thôn
Sài Lang     c¤p 8 Sâu bên trong H¡c Tâm Thäo Nguyên
Song Thân Xà   c¤p 8 Sâu bên trong ğ¥m H° Linh
Phi Xà     c¤p 9 Sâu bên trong H¡c Tâm Thäo Nguyên
Cß¶ng ĞÕo Hãn Phï c¤p 9 Hoang mÕc phía nam
Cß¶ng ĞÕo Nh¸ Ğß½ng Gia c¤p 9 Hoang mÕc phía nam
Cß¶ng ĞÕo Phï Binh c¤p 10 Hoang mÕc phía nam
H¡c Báo    c¤p 10 Sâu bên trong H¡c Tâm Thäo Nguyên
Ác QuÖ Hung Linh c¤p 10 Sâu bên trong H¡c Tâm Thäo Nguyên (Tinh Anh)
Thü Lînh Cß¶ng ĞÕo c¤p 10 Hoang mÕc phía nam (Tinh Anh)
",
help_monster_5to10b,"Sau c¤p 5, ngß¶i ch½i có th¬ ch÷n ği ğªn Døc Thành Thôn dß¾i núi.
Døc Thành Thôn n¢m · sa mÕc, quanh nåm phäi ğ¯i ğ¥u v¾i sa phong bão cát. Thôn dân tính tình hào säng, chân thành. Trong thôn có ğ¥y ğü m÷i thÑ, là n½i tø t§p cüa tân thü, quái v§t xung quanh thích hşp cho vi®c tu luy®n cüa tân thü, nhi®m vø thôn trang s¨ giúp bÕn tìm ğßşc nhæng quái v§t phù hşp v¾i c¤p ğµ. Ngoài ra, thông qua ĞÕi Hi®p †n Cß, bÕn s¨ ğªn ğßşc mµt ngôi làng khác dành cho tân thü là Døc Thành Thôn, nhßng ph¥n thß·ng nhi®m vø · ğây không phäi là ğÕo cø mà là kinh nghi®m và ngân lßşng. Lúc thñc hi®n loÕi nhi®m vø Tinh Anh t¯t nh¤t nên tri®u t§p ğÕo hæu ği cùng.

Quái v§t · Døc Thành Thôn
Chiªn Mã     c¤p 4 H¡c C¯c
Thü Lînh Lßu Kh¤u c¤p 6 Phía ğông Døc Thành Thôn (Tinh Anh)
Mã T£c Hãn Phï c¤p 6 Mã T£c Oa
Cß¶ng Mã T£c   c¤p 8 Mã T£c Oa
Thü Lînh Mã T£c c¤p 8 Mã T£c Oa (Tinh Anh)     
SÑ Giä Vô My c¤p 8 Sa mÕc
Vô My Yêu Næ c¤p 9 Sa mÕc
Thø Mê Nam Nhân c¤p 9 Sa mÕc
Oán Linh     c¤p 9 Oán Linh Phª Tích
Oan H°n    c¤p 10 Oán Linh Phª Tích
Lân Höa    c¤p 10 Oán Linh Phª Tích
Mãnh Höa ĞÕo Trß·ng c¤p 10 Oán Linh Phª Tích (Tinh Anh)",
help_task_paimaijieshao,"Gi¾i thi®u h® th¯ng rao bán:
   Nhæng NPC phø trách rao bán thß¶ng ğÑng · nhæng v¸ trí m÷i ngß¶i qua lÕi t¤p n§p trong nhæng thành tr¤n. NPC rao bán là nhæng ngß¶i trung l§p, h÷ s¨ ğ°ng ı giao d¸ch v¾i ngß¶i ch½i cüa b¤t kÏ môn phái nào.
   T¤t cä vi®c rao bán ğ«u trß¾c tiên phäi thu ti«n ğ£t c÷c. Ti«n ğ£t c÷c s¨ ğßşc trä lÕi sau khi bán v§t ph¦m thành công, nªu vi®c rao bán không thành công thì s¨ kh¤u tr× ti«n ğ£t c÷c.
   V§t ph¦m có ğßşc do rao bán có th¬ ğßşc gØi ğªn cho bÕn b¢ng bßu ki®n, bÕn có th¬ ğªn ch² ngß¶i Quän Lı Bßu Ki®n ğ¬ nh§n.",
help_task_paimaijinjia,"Ğ¤u giá:
  Ch÷n v§t ph¦m mà bÕn mu¯n ğ¤u giá trong cØa s± mua s¡m. Ch¤t lßşng và tên trang b¸ s¨ ğßşc li®t kê cùng v¾i c¤p ğµ, th¶i gian kªt thúc rao bán, ngß¶i ğ¤u giá cao nh¤t và giá ğ¤u. Sau ğó bÕn gõ giá mà bÕn mu¯n ğ¤u vào ô ğ¤u giá · bên dß¾i bäng ki®t kê v§t ph¦m. Cu¯i cùng nh¤p ch÷n 'Ğ¤u giá' · bên dß¾i ph¥n li®t kê v§t ph¦m.

Hi¬n th¸ v§t ph¦m ğ¤u giá:
  V§t ph¦m mà bÕn tham gia ğ¤u giá s¨ ğßşc hi¬n th¸ trong trang ğ¤u giá, ch÷n bi¬u tßşng ğ¤u giá · phía dß¾i màn hình s¨ ğßa bÕn sang màn hình dò tìm v§t ph¦m.

Ğ¤u giá th¤t bÕi:
  Nªu có ngß¶i ğßa ra giá cao h½n thì vi®c ğ¤u giá cüa bÕn s¨ th¤t bÕi. S¯ ti«n ğ¤u giá cüa bÕn s¨ ğßşc ğßa vào ch² cüa 'Ti¬u Nh¸'.

Giá bán ngay:
  V§t ph¦m có giá bán ngay, nªu bÕn ğßa ra giá này thì s¨ mua ngay ğßşc v§t ph¦m và kªt thúc vi®c rao bán, bÕn s¨ ğªn l¤y v§t ph¦m · ch² 'Ti¬u Nh¸'.
",
help_task_paimailiulan,"Mua s¡m v§t ph¦m:   
   Khi bÕn nh¤p chuµt vào NPC rao bán s¨ làm xu¤t hi®n mµt bäng ğ¬ tr¯ng. BÕn s¨ dùng nó ğ¬ tra cÑu nhæng món ğ° bÕn mu¯n. Các hÕng møc tra cÑu bao g°m: 
Tên ğÕo cø: Gõ tên ğÕo cø mà bÕn c¥n.
PhÕm vi c¤p ğµ: Gõ phÕm vi c¤p ğµ cüa ğÕo cø bÕn c¥n.
MÑc ğµ hiªm: Ch÷n c¤p ğµ tính ch¤t cüa ğÕo cø bÕn c¥n theo danh sách. 
Ch÷n môn phái: Ch÷n môn phái thích hşp v¾i ğÕo cø bÕn c¥n.
V§t ph¦m khä døng: Hi¬n th¸ t¤t cä nhæng v§t ph¦m rao bán mà bÕn có th¬ sØ døng.
Li®t kê loÕi v§t ph¦m: Ch÷n loÕi v§t ph¦m rao bán mà bÕn c¥n hi¬n th¸.",
help_task_paimaipaimai,"Ğ£t v§t ph¦m vào khung rao bán: 
   Nh¤p vào nút 'Rao bán' s¨ chuy¬n sang màn hình rao bán, sau ğó m· khung ğÕo cø cüa bÕn r°i dùng chuµt kéo rê v§t ph¦m c¥n rao bán vào trong khung v§t ph¦m rao bán · phía trên bên phäi màn hình.

Chïnh giá kh·i ği¬m: 
   Ngß¶i ch½i dña vào phán ğoán cüa mình ğ¬ ch÷n giá kh·i ği¬m, cûng có th¬ tham khäo giá cüa nhæng ngß¶i ch½i khác ğ¬ ğßa ra giá kh·i ği¬m cüa mình.

Chïnh th¶i gian rao bán: 
   Vi®c chïnh th¶i gian rao bán là r¤t quan tr÷ng, b·i vì th¶i gian rao bán càng dài thì s¯ ti«n ğ£t c÷c s¨ càng l¾n. Nªu món ğ° cüa bÕn ğßşc bán ği, bÕn s¨ thu lÕi s¯ ti«n ğó. Nªu không có ai mua, bÕn s¨ m¤t ği ti«n ğ£t c÷c. Thông thß¶ng th¶i gian rao bán nªu ng¡n (vài tiªng ho£c ít h½n) s¨ an toàn  h½n. Tuy nhiên, nªu th¶i gian rao bán không ğü dài thì ngß¶i khác s¨ không k¸p th¤y v§t ph¦m cüa bÕn.

Chính giá bán ngay (có th¬ không chïnh) : 
   Giá này là giá bÕn cäm th¤y v×a lòng nh¤t ğ¯i v¾i v§t ph¦m cüa mình, t¤t nhiên bÕn cûng không nên ğ£t quá cao, nhß v§y s¨ khiªn nhæng ngß¶i thích v§t ph¦m cüa bÕn cäm th¤y không ğü khä nång mua.
Ng×ng rao bán: 
   Nªu khi th¶i hÕn rao bán kªt thúc mà v§t ph¦m cüa bÕn vçn chßa ğßşc bán thì vi®c rao bán s¨ b¸ ng×ng, ğ°ng th¶i bÕn s¨ m¤t ti«n ğ£t c÷c. V§t ph¦m mà bÕn rao bán s¨ ğßşc ğßa vào ch² cüa 'Ti¬u nh¸'.
",
help_task_renwudezuoyong,"Tác døng cüa nhi®m vø:
   Làm nhi®m vø chính là con ğß¶ng t¡t và hình thÑc chính ğ¬ lên c¤p, có ğßşc trang b¸... Nªu bÕn mu¯n ğßşc lên c¤p và tr· nên mÕnh m¨ h½n, thì vi®c giành ph¥n l¾n th¶i gian cho vi®c làm nhi®m vø chính là mµt lña ch÷n ğúng ğ¡n. Nên t§n døng hªt khä nång ğ¬ nh§n th§t nhi«u nhi®m vø, khi v×a hoàn thành nhi®m vø này thì nên nh§n ngay mµt nhi®m vø m¾i ! Ğß½ng nhiên bÕn có th¬ ği và làm nhæng gì bÕn thích, ği«u quan tr÷ng là bän thân mình cäm th¤y vui là ğßşc.",
help_task_renwuditu,"Ğ¸a ğ° nhö
   Khi bÕn hoàn thành nhi®m vø và g¥n ğó lÕi có NPC giao nhi®m vø, ğ¸a ğ° nhö s¨ dùng ği¬m màu vàng thay cho ği¬m màu xanh ğ¬ ğÕi di®n cho NPC ğó, chï ra v¸ trí cüa ngß¶i ğó. (Nhß hình v¨)",
help_task_renwugongxiang,"Nhi®m vø cµng hß·ng
   Trong tam gi¾i cüa chúng ta, ph¥n l¾n nhæng nhi®m vø ğ«u có th¬ cùng làm chung v¾i nhæng ngß¶i ch½i khác, nhßng ğòi höi nhæng yêu c¥u sau: 
1. Chï có th¬ cùng làm nhi®m vø sau khi l§p nhóm.
2. Nªu nhi®m vø cùng làm là mµt trong nhæng nhi®m vø n¯i tiªp thì yêu c¥u tiªn ğµ hai bên phäi gi¯ng nhau.",
help_task_renwuhuode,"Làm thª nào ğ¬ nh§n nhi®m vø?
   Trong tam gi¾i rµng l¾n có r¤t nhi«u NPC chÑc nång khác nhau · kh¡p các n½i, khi bÕn nhìn th¤y mµt NPC có xu¤t hi®n d¤u ch¤m than màu vàng trên ğ¥u thì có nghîa là ngß¶i ğó có nhi®m vø phù hşp v¾i c¤p ğµ cüa bÕn mà bÕn có th¬ tiªp nh§n. (Nhß hình v¨)
Trong s¯ nhæng nhi®m vø tiªp nh§n có loÕi nhi®m vø n¯i tiªp, ğó là nhæng nhi®m vø nhö ğòi höi bÕn phäi kiên nhçn hoàn thành t×ng giai ğoÕn, cûng có loÕi nhi®m vø Tinh Anh ğòi höi bÕn phäi tri®u t§p thêm ğÕo hæu ği cùng m¾i có th¬ hoàn thành ğßşc.",
help_task_renwuwupin,"V§t ph¦m nhi®m vø
   Ph¥n thß·ng cüa nhi®m vø s¨ tñ ğµng ğ£t vào nhân v§t cüa bÕn khi hoàn thành nhi®m vø. Còn v§t ph¦m nhi®m vø chï có th¬ ğßşc trang b¸ ho£c bán cho mµt NPC chÑ không th¬ bán ho£c t£ng cho ngß¶i ch½i khác.",
help_task_renwuzuizong,"ChÑc nång truy tìm nhi®m vø (S± ghi chép nhi®m vø) 
   Ğ¬ giúp bÕn có th¬ hi¬u ğßşc nµi dung và ği«u ki®n cüa nhi®m vø mµt cách nhanh chóng và thu§n ti®n, bÕn có th¬ xem bên phäi cüa màn hình trò ch½i. Khi bÕn có nhi®m vø, h® th¯ng s¨ tñ ğµng hi¬n th¸ tiªn ğµ hi®n tÕi cüa bÕn. BÕn cûng có th¬ m· khung nhi®m vø trong thanh công cø phía dß¾i màn hình ğ¬ ğ÷c kî h½n v« ph¥n gi¾i thi®u nhi®m vø ho£c t× bö nhæng nhi®m vø ğã tiªp nh§n mà bÕn không mu¯n làm. (Nhß hình v¨)
",
help001_01a,"Ch÷n møc tiêu",
help001_01b,"Di chuy¬n nhân v§t",
help001_01c,"Nói chuy®n v¾i NPC",
help001_01d,"Công kích møc tiêu",
help001_01e,"V§t th¬ ğ£c bi®t",
help001_01f,"Thao tác chuµt",
help001_01g,"Thao tác bàn phím",
help001_01h,"Cách nh§n nhi®m vø",
help001_02a,"Pháp bäo là gì ?",
help001_02b,"Cách sØ døng kÛ nång pháp bäo",
help001_02c,"C¤p ğµ pháp bäo",
help001_02d,"Trang b¸ pháp bäo",
help001_02e,"Giám ğ¸nh pháp bäo",
help001_02f,"Tu luy®n pháp bäo",
help001_02g,"Dung hşp pháp bäo",
help001_02h,"Khäm nÕm pháp bäo",
help001_02i,"V§t li®u khäm nÕm",
help001_03a,"Gi¾i thi®u kênh hàn huyên",
help001_03b,"Các l®nh trong hàn huyên",
help001_03c,"Ki¬u chæ DIY",
help001_03d,"Bi¬u tßşng vui",
help001_04a,"Tác døng cüa nhi®m vø",
help001_04b,"Giao nh§n nhi®m vø",
help001_04c,"Truy tìm nhi®m vø",
help001_04d,"V§t ph¦m nhi®m vø",
help001_04e,"Nhi®m vø cµng hß·ng",
help001_04f,"Ğ¸a ğ° nhö",
help001_05a,"Gi¾i thi®u h® th¯ng rao bán",
help001_05b,"Mua s¡m v§t ph¦m",
help001_05c,"Ğ¤u giá",
help001_05d,"Rao bán v§t ph¦m",
help001_06a,"Nguyên t¡c c½ bän",
help001_06b,"Hái dßşc thäo",
help001_06c,"Pha chª thäo dßşc",
help001_06d,"Khai thác khoáng thÕch",
help001_06e,"Chª tÕo bùa chú ",
help001_06f,"Phân giäi",
help001_06g,"Chª tÕo ma thÕch",
help004_014,"Ph§t âm thanh tâm, ğ¸ch ğãng hung hoài, thí chü có ği«u chi th¡c m¡c...?",
help005_014,"Phúc h÷a tùy tâm, kính ğài thanh minh, thí chü có ği«u chi th¡c m¡c...?",
help006_014,"ĞÕi sß xu¤t ngoÕi vân du, d£n ta thay ngß¶i trä l¶i, thí chü có ği«u chi th¡c m¡c",
helpaaa,"Quay v« trang trß¾c",
npctalk_012,"Hoan nghênh ğã ğªn v¾i thª gi¾i Thøc S½n KÏ Hi®p",
npctalk_018,"N½i này là th¡nh ğ¸a tiên gia, quı v¸ có th¬ tùy ı dÕo ch½i",
npctalk_024,"Sau ğó thì sao?",
npctalk002_13,"Có th¬ men theo Thüy Liêm Ğµng n¢m trên vách núi ğ¯i di®n ğ¬ ra ngoài xem...",
npctalk002_19,"Tiªn vào Vân Linh S½n Xà Huy®t",
npctalk002_7,"Ğây là trang thÑ hai",
npctalk040_14,"Nh¤t th¶i vô ı s¨ b¸ lû r¡n này t§p kích, xem ra g¥n ğây n½i nào cûng không an toàn...",
npctalk041_14,"Ph§t âm thanh tâm, ğ¸ch ğãng hung hoài, thí chü có ği«u chi th¡c m¡c...?",
npctalk042_14,"Phúc h÷a tùy tâm, kính ğài thanh minh, thí chü có ği«u chi th¡c m¡c...?",
npctalk045_14,"ĞÕi sß xu¤t ngoÕi vân du, d£n ta thay ngß¶i trä l¶i, thí chü có ği«u chi th¡c m¡c",
npctalk049_14,"H×, b÷n xà quái kh¯n kiªp, khiªn s¯ ngß¶i b¸ thß½ng trong làng ngày mµt tång lên, cÑ nhß thª này thì s¨ không ±n... ",
npctalk050_14,"Ôi, b÷n tà ğÕo kh¯n kiªp, nß½ng tØ ğáng thß½ng cüa ta...",
npctalk051_14,"Mu¯n u¯ng rßşu v¾i ta không? Rßşu · V÷ng Giang L¥u quä th§t ngon tuy®t, rßşu ngon phäi u¯ng cho say...",
npctalk052_13,"Ngßng Bích Nhai là tu chân phúc ğ¸a, chúng ğ® tØ phäi chåm chï tu hành, không ğßşc lß¶i biªng...",
npctalk053_13,"Bách C¥m ĞÕo Nhân ğã xu¤t nguyên th¥n ği ngao du tam gi¾i, thân th¬ vçn · lÕi ğây, trông nhß mµt pho tßşng uy nghi, chòm râu dài ph¤t ph½ bay trong gió...",
npctalk054_14,"ĞÑng ğó tr×ng m¡t nhìn ta làm gì? Có phäi ğang ngÑa ngáy, mu¯n ta ğªn cho ngß½i mµt tr§n...?",
npctalk056_14,"Ha ha, ğ×ng có cän tr· vi®c tìm mÛ næ cüa ta, coi ch×ng ta PK ngß½i bây gi¶...",
npctalk058_10,"Giang h° luôn xu¤t hi®n nhân tài, ta ğúng là ğã già r°i...",
npctalk093_14,"Các ngß½i ğ«u là môn nhân Nga My phäi không? Sß phø ta tr· v« thì ti¬u gia s¨ nghi«n các ngß½i thành cám...",
npctalk095_14,"Ta là chü nhân cüa Nha Lâm TrÕi, nªu là ğÕo hæu ğªn ch½i, ta s¨ tiªp ğãi ân c¥n, còn nªu là kë ğ¸ch thì... h×...",
npctalk096_14,"Ti¬u quan nhân b¸ thß½ng không th¬ ği xa ğßşc, phäi làm thª nào bây gi¶ ...?",
npctalk097_14,"Ta tài cao bát ğ¦u, nhæng kë t¥m thß¶ng làm sao hi¬u ğßşc chí l¾n cüa ta...?",
npctalk098_14,"L¥n ği này nguy hi¬m vô cùng, lành ít dæ nhi«u...",
npctalk099_14,"Tà áo ph¤t ph½, trß¶ng kiªm trên tay, hành t¦u giang h°, há chÆng có ı nghîa hay sao...?",
npctalk100_14,"Khách quan mu¯n dùng c½m hay thuê phòng Õ? Xin m¶i sang ğây ng°i...",
npctalk1000_12,"Ta c¥n trş giúp",
npctalk1000_18,"Theo ta, bäo v® ta ra ngoài.",
npctalk1006_10,"Nào nào... Ğªn u¯ng rßşu v¾i ta ği, rßşu ngon phäi u¯ng cho say...",
npctalk1007_10,"Phong cänh Nga My th§t ğ©p, chä trách Gia Cát ti«n b¯i thích · lÕi ğây tu luy®n...",
npctalk1008_10,"Sß phø Túy ĞÕo Nhân cuä ta su¯t ngày chï ğòi u¯ng rßşu. Ta th§t hªt cách v¾i ông ¤y...",
npctalk102_14,"n ào quá, ğ×ng làm phi«n ta ğªm ti«n! Ngü trßa phäi ngü ğã m¡t, ğªm ti«n phäi ğªm sß¾ng tay...",
npctalk103_14,"B÷n ác tång này th§t khiªn ngß¶i ngß¶i phçn nµ. Nªu không phäi ğã nh§n l¶i ngß¶i khác r¶i khöi ğây thì tÕm th¶i nên tìm c½ hµi ği thØ...",
npctalk104_14,"Nga My là thiên hÕ huy«n môn chính tông, sß phø chï hß¾ng dçn bß¾c ğ¥u, còn tu hành phäi dña vào chính mình, nªu có ği«u chi th¡c m¡c, có th¬ tìm höi các v¸ ğ°ng môn...",
npctalk105_14,"Sß phø ğã vân du bên ngoài, các ngß½i không ğßşc lß¶i biªng, këo ta phÕt n£ng...",
