WORD,string,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WORD,,,,,,,,,,,,,,,,,,,,,,list,,list,DWORD,,,,,,int,DWORD,string,int,BYTE,WORD,int,int,char[20],char[20],char[20],char[20],int,int,action,action,action,action,int,int,int,int,int,float,,int,,action,action,action,action,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3789,捆仙锁,,,100,,5,,,,,,2,,,,,,,1,1,1,0,1,1,,1,,2,1,5,99,1,,0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,600*1000,1000,,,,,,,,,,AddEffect(2073),,,,,,ic_it060,,,,,,,,,,,,,,,,,,,,,,,
3790,护身符,,,102,,5,,,,,,2,,,,,,,1,1,1,0,1,1,,1,,0,1,5,99,1,,0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AddCanReviveTime(-30),,,,,,ic_it3010,,,,,,,,,,,,,,,,,,,,,,,
3791,书信,,,,,5,,,,,,,,,,,,,,0,0,0,1,,,1,,0,1,1,1,0,,1,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_it003,,,,,,,,,,,,,,,,,,,,,,0,
3792,钥匙,,,,,5,,,,,,,,,,,,,,0,0,0,1,,,1,,0,1,1,1,0,,1,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_it008,,,,,,,,,,,,,,,,,,,,,,0,
3800,峨嵋新手包(10级),,,80,,5,,,,,,,,,,,,,1,1,1,1,0,,,0,,2,,1,1,1,,,,,30,,,,,,,,,,,,,,,,,,v=1;s=6|i=76;c=2|i=85;c=2|i=94;c=2|i=258;c=2|i=285;c=2|i=312;c=2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_it068,,,,,,,,,,,,,,,,,,,,,,0,
3801,峨嵋新手包(20级),,,80,,5,,,,,,,,,,,,,1,1,1,1,0,,,0,,2,,1,1,1,,,,,30,,,,,,,,,,,,,,,,,103,v=1;s=6|i=77;c=2|i=86;c=2|i=95;c=2|i=259;c=2|i=286;c=2|i=313;c=2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_it068,,,,,,,,,,,,,,,,,,,,,,0,
3802,峨嵋新手包(30级),,,80,,5,,,,,,,,,,,,,1,1,1,1,0,,,0,,2,,1,1,1,,,,,30,,,,,,,,,,,,,,,,,104,v=1;s=6|i=78;c=2|i=87;c=2|i=96;c=2|i=260;c=2|i=287;c=2|i=314;c=2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_it068,,,,,,,,,,,,,,,,,,,,,,0,
3803,峨嵋新手包(40级),,,80,,5,,,,,,,,,,,,,1,1,1,1,0,,,0,,2,,1,1,1,,,,,30,,,,,,,,,,,,,,,,,105,v=1;s=6|i=79;c=2|i=88;c=2|i=97;c=2|i=261;c=2|i=288;c=2|i=315;c=2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_it068,,,,,,,,,,,,,,,,,,,,,,0,
3804,佛门新手包(10级),,,80,,5,,,,,,,,,,,,,1,1,1,1,0,,,0,,2,,1,1,1,,,,,30,,,,,,,,,,,,,,,,,,v=1;s=6|i=103;c=2|i=112;c=2|i=121;c=2|i=267;c=2|i=294;c=2|i=321;c=2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_it068,,,,,,,,,,,,,,,,,,,,,,0,
3805,佛门新手包(20级),,,80,,5,,,,,,,,,,,,,1,1,1,1,0,,,0,,2,,1,1,1,,,,,30,,,,,,,,,,,,,,,,,103,v=1;s=6|i=104;c=2|i=113;c=2|i=122;c=2|i=268;c=2|i=295;c=2|i=322;c=2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_it068,,,,,,,,,,,,,,,,,,,,,,0,
3806,佛门新手包(30级),,,80,,5,,,,,,,,,,,,,1,1,1,1,0,,,0,,2,,1,1,1,,,,,30,,,,,,,,,,,,,,,,,104,v=1;s=6|i=105;c=2|i=114;c=2|i=123;c=2|i=269;c=2|i=296;c=2|i=323;c=2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_it068,,,,,,,,,,,,,,,,,,,,,,0,
3807,佛门新手包(40级),,,80,,5,,,,,,,,,,,,,1,1,1,1,0,,,0,,2,,1,1,1,,,,,30,,,,,,,,,,,,,,,,,105,v=1;s=6|i=106;c=2|i=115;c=2|i=124;c=2|i=270;c=2|i=297;c=2|i=324;c=2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_it068,,,,,,,,,,,,,,,,,,,,,,0,
3808,百花新手包(10级),,,80,,5,,,,,,,,,,,,,1,1,1,1,0,,,0,,2,,1,1,1,,,,,30,,,,,,,,,,,,,,,,,,v=1;s=6|i=130;c=2|i=139;c=2|i=148;c=2|i=276;c=2|i=303;c=2|i=330;c=2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_it068,,,,,,,,,,,,,,,,,,,,,,0,
3809,百花新手包(20级),,,80,,5,,,,,,,,,,,,,1,1,1,1,0,,,0,,2,,1,1,1,,,,,30,,,,,,,,,,,,,,,,,103,v=1;s=6|i=131;c=2|i=140;c=2|i=149;c=2|i=277;c=2|i=304;c=2|i=331;c=2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_it068,,,,,,,,,,,,,,,,,,,,,,0,
3810,百花新手包(30级),,,80,,5,,,,,,,,,,,,,1,1,1,1,0,,,0,,2,,1,1,1,,,,,30,,,,,,,,,,,,,,,,,104,v=1;s=6|i=132;c=2|i=141;c=2|i=150;c=2|i=278;c=2|i=305;c=2|i=332;c=2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_it068,,,,,,,,,,,,,,,,,,,,,,0,
3811,百花新手包(40级),,,80,,5,,,,,,,,,,,,,1,1,1,1,0,,,0,,2,,1,1,1,,,,,30,,,,,,,,,,,,,,,,,105,v=1;s=6|i=133;c=2|i=142;c=2|i=151;c=2|i=279;c=2|i=306;c=2|i=333;c=2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_it068,,,,,,,,,,,,,,,,,,,,,,0,
3812,青城新手包(10级),,,80,,5,,,,,,,,,,,,,1,1,1,1,0,,,0,,2,,1,1,1,,,,,30,,,,,,,,,,,,,,,,,,v=1;s=6|i=574;c=2|i=583;c=2|i=592;c=2|i=601;c=2|i=610;c=2|i=619;c=2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_it068,,,,,,,,,,,,,,,,,,,,,,0,
3813,青城新手包(20级),,,80,,5,,,,,,,,,,,,,1,1,1,1,0,,,0,,2,,1,1,1,,,,,30,,,,,,,,,,,,,,,,,103,v=1;s=6|i=575;c=2|i=584;c=2|i=593;c=2|i=602;c=2|i=611;c=2|i=620;c=2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_it068,,,,,,,,,,,,,,,,,,,,,,0,
3814,青城新手包(30级),,,80,,5,,,,,,,,,,,,,1,1,1,1,0,,,0,,2,,1,1,1,,,,,30,,,,,,,,,,,,,,,,,104,v=1;s=6|i=576;c=2|i=585;c=2|i=594;c=2|i=603;c=2|i=612;c=2|i=621;c=2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_it068,,,,,,,,,,,,,,,,,,,,,,0,
3815,青城新手包(40级),,,80,,5,,,,,,,,,,,,,1,1,1,1,0,,,0,,2,,1,1,1,,,,,30,,,,,,,,,,,,,,,,,105,v=1;s=6|i=577;c=2|i=586;c=2|i=595;c=2|i=604;c=2|i=613;c=2|i=622;c=2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_it068,,,,,,,,,,,,,,,,,,,,,,0,
3816,仙禽新手包(10级),,,80,,5,,,,,,,,,,,,,1,1,1,1,0,,,0,,2,,1,1,1,,,,,30,,,,,,,,,,,,,,,,,,v=1;s=6|i=652;c=2|i=661;c=2|i=670;c=2|i=679;c=2|i=688;c=2|i=697;c=2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_it068,,,,,,,,,,,,,,,,,,,,,,0,
3817,仙禽新手包(20级),,,80,,5,,,,,,,,,,,,,1,1,1,1,0,,,0,,2,,1,1,1,,,,,30,,,,,,,,,,,,,,,,,103,v=1;s=6|i=653;c=2|i=662;c=2|i=671;c=2|i=680;c=2|i=689;c=2|i=698;c=2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_it068,,,,,,,,,,,,,,,,,,,,,,0,
3818,仙禽新手包(30级),,,80,,5,,,,,,,,,,,,,1,1,1,1,1,,,0,,2,,1,1,1,,,,,30,,,,,,,,,,,,,,,,,104,v=1;s=6|i=654;c=2|i=663;c=2|i=672;c=2|i=681;c=2|i=690;c=2|i=699;c=2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_it068,,,,,,,,,,,,,,,,,,,,,,0,
3819,仙禽新手包(40级),,,80,,5,,,,,,,,,,,,,1,1,1,1,1,,,0,,2,,1,1,1,,,,,30,,,,,,,,,,,,,,,,,105,v=1;s=6|i=655;c=2|i=664;c=2|i=673;c=2|i=682;c=2|i=691;c=2|i=700;c=2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_it068,,,,,,,,,,,,,,,,,,,,,,0,
3820,护身符,,,102,,5,,,,,,2,,,,,,,1,1,1,1,1,1,,1,,0,1,5,99,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AddCanReviveTime(30),,,,,,ic_it3010,,,,,,,,,,,,,,,,,,,,,,,
3821,宝箱钥匙（1级）,,,103,,5,,,,,,1,,,,,,,1,1,1,0,1,1,,0,,0,1,1,99,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ic_it030,,,,,,,,,,,,,,,,,,,,,,,
3822,宝箱钥匙（2级）,,,104,,5,,,,,,1,,,,,,,1,1,1,0,1,1,,0,,0,1,1,99,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ic_it030,,,,,,,,,,,,,,,,,,,,,,,
3823,宝箱钥匙（3级）,,,105,,5,,,,,,1,,,,,,,1,1,1,0,1,1,,0,,0,1,1,99,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ic_it030,,,,,,,,,,,,,,,,,,,,,,,
3824,新手卡,,,,,5,,,,,,,,,,,,,1,1,1,1,1,,,1,,0,0,1,99,0,,0,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ic_it3001,,,,,,,,,,,,,,,,,,,,,,,
3825,培元丹,,,24,,5,,,1,,,,,,,,,,1,0,1,0,1,,,0,,2,,1,1,1,,,,,30,,,"GetItemSpace >= 1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,AddExp(10000),,,,,-2,ic_im009,,,,,,,,,,,,,,,,,,,,,,0,
3826,培元丹,,,24,,5,,,11,,,,,,,,,,1,0,1,0,1,,,0,,2,,1,1,1,,,,,30,,,"GetItemSpace >= 1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AddExp(20000);AddItem(3827,1)",,,,,-2,ic_im009,,,,,,,,,,,,,,,,,,,,,,0,
3827,培元丹,,,24,,5,,,15,,,,,,,,,,1,0,1,0,1,,,0,,2,,1,1,1,,,,,30,,,"GetItemSpace >= 1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AddExp(40000);AddItem(3828,1)",,,,,-2,ic_im009,,,,,,,,,,,,,,,,,,,,,,0,
3828,培元丹,,,24,,5,,,21,,,,,,,,,,1,0,1,0,1,,,0,,2,,1,1,1,,,,,30,,,"GetItemSpace >= 1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AddExp(50000);AddItem(3829,1)",,,,,-2,ic_im009,,,,,,,,,,,,,,,,,,,,,,0,
3829,培元丹,,,24,,5,,,27,,,,,,,,,,1,0,1,0,1,,,0,,2,,1,1,1,,,,,30,,,"GetItemSpace >= 1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AddExp(80000);AddItem(3830,1)",,,,,-2,ic_im009,,,,,,,,,,,,,,,,,,,,,,0,
3830,培元丹,,,24,,5,,,34,,,,,,,,,,1,0,1,0,1,,,0,,2,,1,1,1,,,,,30,,,"GetItemSpace >= 1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,AddExp(100000),,,,,-2,ic_im009,,,,,,,,,,,,,,,,,,,,,,0,
3831,天尊白金纪念卡(1级)峨嵋,,,80,,5,,,1,,,,,,,,,,1,1,1,1,0,,,0,,2,,1,1,1,,,,,30,,,,,,,,,,,,,,,,,,v=1;s=7|i=810;smL=10;b=2|i=811;smL=10;b=2|i=812;smL=10;b=2|i=813;smL=10;b=2|i=814;smL=10;b=2|i=815;smL=10;b=2|i=5998;b=2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_it068,,,,,,,,,,,,,,,,,,,,,,0,
3832,天尊白金纪念卡(1级)峨嵋,,,80,,5,,,1,,,,,,,,,,1,1,1,1,0,,,0,,2,,1,1,1,,,,,30,,,,,,,,,,,,,,,,,,v=1;s=7|i=816;smL=10;b=2|i=817;smL=10;b=2|i=818;smL=10;b=2|i=819;smL=10;b=2|i=820;smL=10;b=2|i=821;smL=10;b=2|i=5998;b=2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_it068,,,,,,,,,,,,,,,,,,,,,,0,
3833,天尊白金纪念卡(1级)峨嵋,,,80,,5,,,1,,,,,,,,,,1,1,1,1,0,,,0,,2,,1,1,1,,,,,30,,,,,,,,,,,,,,,,,,v=1;s=7|i=822;smL=10;b=2|i=823;smL=10;b=2|i=824;smL=10;b=2|i=825;smL=10;b=2|i=826;smL=10;b=2|i=827;smL=10;b=2|i=5998;b=2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_it068,,,,,,,,,,,,,,,,,,,,,,0,
3834,天尊白金纪念卡(1级)峨嵋,,,80,,5,,,1,,,,,,,,,,1,1,1,1,0,,,0,,2,,1,1,1,,,,,30,,,,,,,,,,,,,,,,,,v=1;s=7|i=828;smL=10;b=2|i=829;smL=10;b=2|i=830;smL=10;b=2|i=831;smL=10;b=2|i=832;smL=10;b=2|i=833;smL=10;b=2|i=5998;b=2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_it068,,,,,,,,,,,,,,,,,,,,,,0,
3835,天尊白金纪念卡(1级)峨嵋,,,80,,5,,,1,,,,,,,,,,1,1,1,1,0,,,0,,2,,1,1,1,,,,,30,,,,,,,,,,,,,,,,,,v=1;s=7|i=834;smL=10;b=2|i=835;smL=10;b=2|i=836;smL=10;b=2|i=837;smL=10;b=2|i=838;smL=10;b=2|i=839;smL=10;b=2|i=5998;b=2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_it068,,,,,,,,,,,,,,,,,,,,,,0,
3836,天尊白金纪念卡(10级)峨嵋,,,80,,5,,,10,,,,,,,,,,1,0,1,0,0,,,0,,2,,1,1,1,,,,,30,,,,,,,,,,,,,,,,,,v=1;s=1|i=5;c=3;b=2;att=157|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_it065,,,,,,,,,,,,,,,,,,,,,,0,
3837,天尊白金纪念卡(10级)佛门,,,80,,5,,,10,,,,,,,,,,1,0,1,0,0,,,0,,2,,1,1,1,,,,,30,,,,,,,,,,,,,,,,,,v=1;s=1|i=25;c=3;b=2;att=157|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_it065,,,,,,,,,,,,,,,,,,,,,,0,
3838,天尊白金纪念卡(10级)百花,,,80,,5,,,10,,,,,,,,,,1,0,1,0,0,,,0,,2,,1,1,1,,,,,30,,,,,,,,,,,,,,,,,,v=1;s=1|i=55;c=3;b=2;att=157|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_it065,,,,,,,,,,,,,,,,,,,,,,0,
3839,天尊白金纪念卡(10级)青城,,,80,,5,,,10,,,,,,,,,,1,0,1,0,0,,,0,,2,,1,1,1,,,,,30,,,,,,,,,,,,,,,,,,v=1;s=1|i=551;c=3;b=2;att=157|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_it065,,,,,,,,,,,,,,,,,,,,,,0,
3840,天尊白金纪念卡(10级)仙禽,,,80,,5,,,10,,,,,,,,,,1,0,1,0,0,,,0,,2,,1,1,1,,,,,30,,,,,,,,,,,,,,,,,,v=1;s=1|i=629;c=3;b=2;att=157|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_it065,,,,,,,,,,,,,,,,,,,,,,0,
3841,天尊白金纪念卡(15级),,,80,,5,,,15,,,,,,,,,,1,0,1,0,0,,,0,,2,,1,1,1,,,,,30,,,,,,,,,,,,,,,,,,v=1;s=3|i=382;b=2;%=2|i=383;b=2;%=2|i=3458;b=2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_it065,,,,,,,,,,,,,,,,,,,,,,0,
3842,天尊白金纪念卡(25级),,,80,,5,,,25,,,,,,,,,,1,0,1,0,0,,,0,,2,,1,1,1,,,,,30,,,,,,,,,,,,,,,,,,v=1;s=3|i=401;b=2;%=3|i=404;b=2;%=6|i=344;b=2;%=6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_it065,,,,,,,,,,,,,,,,,,,,,,0,
3843,天尊白金纪念卡(30级),,,80,,5,,,30,,,,,,,,,,1,0,1,0,0,,,0,,2,,1,1,1,,,,,30,,,,,,,,,,,,,,,,,,v=1;s=4|i=402;b=2;%=2|i=403;b=2;%=1|i=405;b=2;%=4|i=406;b=2;%=2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_it065,,,,,,,,,,,,,,,,,,,,,,0,
3844,天尊白金纪念卡(35级),,,80,,5,,,35,,,,,,,,,,1,0,1,0,0,,,0,,2,,1,1,1,,,,,30,,,,,,,,,,,,,,,,,,v=1;s=4|i=902;b=2;%=10|i=1172;b=2;%=2|i=3740;b=2;%=5|i=3770;b=2;%=5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_it065,,,,,,,,,,,,,,,,,,,,,,0,
3845,天尊白金纪念卡(40级),,,80,,5,,,40,,,,,,,,,,1,0,1,0,0,,,0,,2,,1,1,1,,,,,30,,,,,,,,,,,,,,,,,,v=1;s=4|i=3506;b=2;%=2|i=3771;b=2;%=2|i=3445;b=2|$=300000;b=2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_it065,,,,,,,,,,,,,,,,,,,,,,0,
3846,节庆烟火(红),,,100,,5,,,,,,,,,,,,,,0,1,0,1,,,1,,2,1,10,10,1,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PlayEffect(""eff_nation_fire1"")",,,,,-1,ic_m_it001,,,,,,,,,,,,,,,,,,,,,,0,1
3847,药师丹,,,100,,5,,,,,,2,,,,,,,,0,1,0,1,1,2011,1,,2,1,2,2,1,,,,,3,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,,,,,,,,,,,,,,,,,10*60*1000,1000,8,,,,,,,,,"AddEffect(2011,10,10)",,,,,,ic_it071,,,,,,,,,,,,,,,,,,,,,1,0,
3848,替身草人,,,90,,5,,,,,,2,,,,,,,,0,1,0,1,1,,1,,0,1,3,99,1,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ic_it069,,,,,,,,,,,,,,,,,,,,,,,
3849,灵宝神符,,,100,,5,,,4,,,2,,,,,,,,0,1,0,1,1,2035,1,,2,1,2,2,1,,,,,3,,100,HaveTypeEffect(2035)=0&&HaveTypeEffect(2066)=0&&HaveTypeEffect(2045)=0&&HaveTypeEffect(2313)=0&&HaveTypeEffect(2046)=0&&HaveTypeEffect(2048)=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,,,,,,,,,,,,,,,,,60*60*1000,1000,9,,,,,,,,,"AddEffect(2035,30)",,,,,,lb_30,,,,,,,,,,,,,,,,,,,,,1,0,
3850,小块光芒宝石,,,43,,5,,,,,,1,,,,,,,,0,1,0,1,,,1,,0,,,,,,,,,3,,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_ishop_007,,,,,,,,,,,,,,,,,,,,,,0,
3851,钛晶,,,96,,5,,,,,,2,,,,,,,,0,1,0,1,1,,1,,0,,,,,,,,,3,,3000,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_it901,,,,,,,,,,,,,,,,,,,,,,0,
3852,精灵口粮,,,70,1,5,,,,,,2,,,,,,,,0,1,0,1,1,,1,,2,1,10,10,1,,,,,3,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,12,CanFeed(1079)=1,,,200,,,,,,,,,,,,,1000,1000,,,,,,,,,,,AddEnjoy(5),,,,-2,ic_it078,,,,,,,,,,,,,,,,,,,,,,0,
3853,小块辉煌宝石,,,40,,5,,,,,,1,,,,,,,,0,1,0,1,,,1,,0,,,,,,,,,3,,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_ishop_004,,,,,,,,,,,,,,,,,,,,,,0,
3854,小白虎,,,52,,5,,,,,,1,,,,,,,1,1,0,1,1,,,0,0,2,,,,,,,1,,3,,3000,,,,,,,,,,,,,,,30,2001,,,,,,,,,,use_begin,use_loop,use_end,,2,1,,,,,,,5000,,,,,,,,,,,,,,,,,,,,,,Ride,,,,,-1,ic_mon026_a,ride004;ride004,ride005;ride005,ride006;ride006,,,,,,,,,,,,,,,,,,,0,1
3855,仙界加血药水,,,20,1,5,,,1,,,2,,,,,,,,0,1,0,1,1,,1,,2,1,3,3,1,,,,,3,10,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,,,,,,,,,,,,,,,,,10000,1000,4,,,,,,,,,AddHp(100000),,,,,-2,ic_iu003,,,,,,,,,,,,,,,,,,,,,,0,
3856,金刚丹,,,100,,5,,,,,,2,,,,,,,,0,1,0,1,1,2007,1,,2,1,3,99,1,,,,,3,10,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,,,,,,,,,,,,,,,,,10*60*1000,1000,7,,,,,,,,,"AddEffect(2007,20,10)",,,,,,ic_it070,,,,,,,,,,,,,,,,,,,,,1,0,
3857,仙界加血药水,,,20,1,5,,,1,,,2,,,,,,,,0,1,0,1,1,,1,,2,1,5,5,1,,,,,3,10,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,,,,,,,,,,,,,,,,,10000,1000,4,,,,,,,,,AddHp(100000),,,,,-2,ic_iu003,,,,,,,,,,,,,,,,,,,,,,0,
3858,木公神符,,,100,,5,,,15,,,2,,,,,,,,0,1,0,1,1,2043,1,,2,1,2,2,1,,,,,3,,100,HaveTypeEffect(2043)=0&&HaveTypeEffect(2066)=0&&HaveTypeEffect(2278)=0&&HaveTypeEffect(2046)=0&&HaveTypeEffect(2047)=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,,,,,,,,,,,,,,,,,60*60*1000,1000,,,,,,,,,,"AddEffect(2043,100)",,,,,,mg_100,,,,,,,,,,,,,,,,,,,,,1,0,
3859,小块辉煌宝石,,,40,,5,,,,,,1,,,,,,,,0,1,0,1,,,1,,0,,,,,,,,,3,,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_ishop_004,,,,,,,,,,,,,,,,,,,,,,0,
3860,蓝色璀璨宝钻,,,33,,5,,,,,,2,,,,,,,,0,1,0,1,1,,1,,0,,,,,,,,,500,2,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_ishop_002,,,,,,,,,,,,,,,,,,,,,,0,
3861,捆仙锁(1个),,,100,,5,,,,,,2,,,,,,,,1,1,0,1,1,,1,,2,1,1,99,1,,0,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,600*1000,1000,,,,,,,,,,AddEffect(2073),,,,,,ic_it060,,,,,,,,,,,,,,,,,,,,,,,
3862,清身咒(5个),,,100,,5,,,,,,2,,,,,,,1,1,1,0,1,1,,1,,2,1,5,99,1,,0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,600*1000,1000,,,,,,,,,,AddEffect(2074),,,,,,ic_it046,,,,,,,,,,,,,,,,,,,,,,,
3863,清身咒(1个),,,100,,5,,,,,,2,,,,,,,,1,1,0,1,1,,1,,2,1,1,99,1,,0,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,600*1000,1000,,,,,,,,,,AddEffect(2074),,,,,,ic_it046,,,,,,,,,,,,,,,,,,,,,,,
