short,备注,,bool,float[3],,string,,string,,,,string,string,,string,string,,string,string,string,string,string,string,string,float,int,float, ,string,string,,,,,,
,备注,名字,是否动态模型,模型缩放,模型透明度,模型文件,换皮肤,换材质,模型受击点,DOT受击点,模型门派,武器1,武器1连接,武器1收起link点,武器2,武器2连接,武器2收起link点,附身特效文件,link点名,头发,头,身体,手,脚,碰撞半径,移动方式,移动速度,消失方式,死亡模型文件,出生模型文件,waiting动作个数,头像,3D头像摄像机位置,3D头像摄像机目标位置,,备注
ID,,name,dynamic,modelScale,visible,act,replaceSkin,replaceMat,hitPoint,dotHitPoint,party,weapon1,weapon1Link,weapon1DrawInLink,weapon2,weapon2Link,weapon2DrawInLink,linkEffect,linkBone,hairSkin,headSkin,bodySkin,handSkin,footSkin,modelRadius,moveType,moveSpeed,vanishType,deadModel,bornModel,waitingPoseCount,headIcon,headCameraPos,headCameraLookAt,bCache,
4309,寒雪巨人,,0,1;1;1,1,mon047_a,mon047_h,,bip_mon043 Spine,,5,,,,,,,,,,,,,,15,1,150,3,,,1,ic_mon047_h,,,,
4310,烈焱守卫,,0,1;1;1,1,mon047_i,,,bip_mon043 Spine,,5,,,,,,,,,,,,,,15,1,150,1,,,1,ic_mon047_i,,,,
4311,青螺山巡逻者,,0,1;1;1,1,mon048,,,Bip01 Spine,,5,iwmon048,Bwp01,,,,,,,,,,,,15,1,125,1,,,1,ic_mon048,,,,
4312,青螺山魔兵,,0,1;1;1,1,mon048_a,,,Bip01 Spine,,5,,,,,,,,,,,,,,15,1,125,1,,,1,ic_mon048_a,,,,
4313,青螺山妖人,,0,1;1;1,1,mon048_b,,,Bip01 Spine,,5,iwmon048_b,Bwp01,,iwmon048_b,Bwp02,,,,,,,,,15,1,125,1,,,1,ic_mon048_b,,,,
4314,青螺山幻魔者,,0,1;1;1,0.6,mon048_b,,mon048_c,Bip01 Spine,,5,iwmon048_c,Bwp01,,iwmon048_c,Bwp02,,,,,,,,,15,1,125,1,,,1,ic_mon048_c,,,,
4315,青螺山割喉者,,0,1;1;1,1,mon048_d,,,Bip01 Spine,,5,iwmon048_d,Bwp01,,,,,,,,,,,,15,1,125,1,,,1,ic_mon048_d,,,,
4316,青螺山守望者,,0,1;1;1,1,mon048_e,,,Bip01 Spine,,5,iwmon048_e,Bwp02,,,,,,,,,,,,15,1,125,1,,,1,ic_mon048_e,,,,
4317,魔化水怪,,0,1;1;1,1,mon049,,,Bone02,,5,,,,,,,,,,,,,,15,2,80,2,,,1,ic_mon049,,,,
4318,魔化泥怪,,0,1;1;1,1,mon049,,mon049_a,Bone02,,5,,,,,,,,,,,,,,15,2,80,2,,,1,ic_mon049_a,,,,
4319,巨型蜘蛛,,0,1;1;1,1,mon050,,,Bmon050_00,,5,,,,,,,,,,,,,,15,2,160,2,,,1,ic_mon050,,,,
4320,巨型蝙蝠,,0,1;1;1,1,mon043,,,Bip01 Spine1,,5,,,,,,,,,,,,,,15,1,60,1,,,1,ic_mon043,,,,
4321,魔宫督卫,,0,1;1;1,1,mon051_a,,,Bip01 Spine,,5,iwmon051_a,Bwp01,,,,,,,,,,,,15,1,162,1,,,1,ic_mon051_a,,,,
4322,魔宫侍卫,,0,1;1;1,1,mon051_b,,,Bip01 Spine,,5,iwmon051_b,bwp01,,,,,,,,,,,,15,1,162,1,,,1,ic_mon051_b,,,,
4323,魔宫大魔头黄萧,,0,1;1;1,1,boss016,,,bip_boss016 Spine1,,5,iwboss016,Bwp01,,,,,,,,,,,,15,1,198,4,eff_boss016_die,,1,ic_boss016,,,,
4324,魔宫四魔伊红樱,,0,1;1;1,1,boss017,,,bip_boss017 Spine,,5,,,,,,,,,,,,,,15,1,30,4,eff_boss017_die,,1,ic_boss017,,,,
4325,魔宫五魔公孙武,,0,1;1;1,1,boss018,,,Bip01 Spine,,5,,,,,,,,,,,,,,15,1,198,1,,,1,ic_boss018,,,,
4326,魔宫八魔邱舟令,,0,1;1;1,1,boss019,,,Bip01 Spine,,5,,,,,,,,,,,,,,15,1,70,1,,,1,ic_boss019,,,,
4327,古墓,,0,1;1;1,1,npc029,,,,,5,,,,,,,,,,,,,,15,1,70,1,,,1,ic_npc029,,,,
4328,魔宫大魔头黄萧,,0,1;1;1,1,boss016_s1,,,bip_boss016 Spine1,,5,iwboss016,Bwp01,,,,,,,,,,,,15,1,198,4,eff_boss016_die,,1,ic_boss016,,,,
4329,魔宫大魔头黄萧,,0,1;1;1,1,boss016_s2,,,bip_boss016 Spine1,,5,iwboss016,Bwp01,,,,,,,,,,,,15,1,198,4,eff_boss016_die,,1,ic_boss016,,,,
4330,骷髅使者,,0,1;1;1,1,npc092,,,,,5,,,,,,,,,,,,,,15,1,70,1,,,1,ic_mon005_a,,,,
4331,熔炉,,0,1;1;1,1,npc087,,,,,5,,,,,,,,,,,,,,15,1,70,1,,,1,ic_npc029,,,,
4332,铁门,,0,1;1;1,1,npc088_die,,,,,5,,,,,,,,,,,,,,15,1,70,1,,,1,ic_chengmen,,,,
4333,监狱大门,,0,1;1;1,1,npc089_die,,,,,5,,,,,,,,,,,,,,15,1,70,1,,,1,ic_chengmen,,,,
4334,冰门,,0,0.75;0.75;0.75,1,npc090_die,,,,,5,,,,,,,,,,,,,,15,1,70,1,,,1,ic_chengmen,,,,
4335,冰凌柜,,0,8;8;8,1,npc091,,,,,5,,,,,,,,,,,,,,15,1,70,1,,,1,ic_default_face,,,,
4336,仙界灵石,,0,1;1;1,1,npc085_b,,,,,5,,,,,,,,,,,,,,15,1,70,1,,,1,ic_npc085_b,,,,
4337,佛门弟子,,0,1;1;1,1,npc061_f,,,,,5,,,,,,,,,,,,,,15,1,70,1,,,1,ic_npc061_f,,,,
4338,百花弟子,,0,1;1;1,1,npc062_b,,,,,5,,,,,,,,,,,,,,15,1,70,1,,,1,ic_npc062_b,,,,
4386,马来西亚国旗,,0,1;1;1,1,npc094,,,Box03,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_npc078,,,,
244,小白虎,,0,1;1;1,1,ride004,,,,,5,,,,,,,,,,,,,,15,1,157,1,,,1,ic_mon026_b,,,,
4387,青翼蝙蝠,,0,1;1;1,1,mon043,,mon043_b,Bip01 Spine1,,5,,,,,,,,,,,,,,15,1,60,1,,,1,ic_mon043_b,,,,
4388,梅花精,,0,1.5;1.5;1.5,1,mon067,,,Bmon067_01,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_mon067,,,,
4389,僵尸,,0,1;1;1,1,mon077,,mon077_e,Bip01 Spine,,5,,,,,,,,,,,,,,15,1,60,1,,,1,ic_mon077_e,,,,
4390,绿毛僵尸,,0,1.3;1.3;1.3,1,mon070,,,Bip01 Spine,,5,,,,,,,,,,,,,,15,1,100,1,,,1,ic_mon070,,,,
4391,翠鸟,,0,1;1;1,1,mon071,,,Bip01 Spine,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_mon071,,,,
4392,飞天夜叉,,0,2.5;2.5;2.5,1,mon072,,,Bip01 Pelvis,,5,,,,,,,,,,,,,,15,1,100,1,,,1,ic_mon072,,,,
4393,变异黑马熊,,0,1.25;1.25;1.25,1,mon073,,,Bip01 Spine,,5,,,,,,,,,,,,,,15,1,108,1,,,1,ic_mon073,,,,
4394,失魂黑马熊,,0,1.25;1.25;1.25,1,mon073,,mon073_b,Bip01 Spine,,5,,,,,,,,,,,,,,15,1,108,1,,,1,ic_mon073_b,,,,
4395,黑马熊巡逻者,,0,1.25;1.25;1.25,1,mon073,,mon073_c,Bip01 Spine,,5,,,,,,,,,,,,,,15,1,108,1,,,1,ic_mon073_c,,,,
4396,黑马熊守卫,,0,1.3;1.3;1.3,1,mon074,,,Bip01 Spine,,5,,,,,,,,,,,,,,15,1,108,1,,,1,ic_mon074,,,,
4397,马熊统领,,0,1.5;1.5;1.5,1,mon074_b,,,Bip01 Spine,,5,,,,,,,,,,,,,,15,1,108,1,,,1,ic_mon074_b,,,,
4398,山魈前锋,,0,1.3;1.3;1.3,1,mon075,,,Bip_mon075 Spine,,5,,,,,,,,,,,,,,15,1,100,1,,,1,ic_mon075,,,,
4399,山魈战士,,0,1.4;1.4;1.4,1,mon075_b,,,Bip_mon075 Spine,,5,,,,,,,,,,,,,,15,1,100,1,,,1,ic_mon075_b,,,,
4400,山魈道士,,0,1.2;1.2;1.2,1,mon076,,,Bip_mon076 Spine,,5,,,,,,,,,,,,,,15,1,100,1,,,1,ic_mon076,,,,
4401,魅脸山魈,,0,1.2;1.2;1.2,1,mon076_b,,,Bip_mon076 Spine,,5,,,,,,,,,,,,,,15,1,100,1,,,1,ic_mon076_b,,,,
4402,奇石守卫,,0,1.5;1.5;1.5,1,mon077,,,Bip01 Spine,,5,,,,,,,,,,,,,,15,1,45,4,eff_mon077_die,,1,ic_mon077,,,,
4403,奇石突击者,,0,1;1;1,1,mon077_b,,,Bip01 Spine,,5,,,,,,,,,,,,,,15,1,110,4,eff_mon077_b_die,,1,ic_mon077_b,,,,
4404,三影神君,,0,1.2;1.2;1.2,1,mon078,,,Bip01 Spine,,5,,,,,,,,,,,,,,15,1,113,1,,,1,ic_mon078,,,,
4405,火扇子伊节,,0,1;1;1,1,mon079,,,Bip01 Spine,,5,,,,,,,,,,,,,,15,1,84,1,,,1,ic_mon079,,,,
4406,小木魃,,0,1;1;1,1,mon080,,,Bip01 Spine,,5,,,,,,,,,,,,,,15,1,180,1,,,1,ic_mon080,,,,
4407,木魃,,0,1.2;1.2;1.2,1,mon080,,mon080_b,Bip01 Spine,,5,,,,,,,,,,,,,,15,1,180,1,,,1,ic_mon080_b,,,,
4408,木魃统领,,0,1.4;1.4;1.4,1,mon080_c,,,Bip01 Spine,,5,iwmon080_c,Bwp01,,,,,,,,,,,,15,1,180,1,,,1,ic_mon080_c,,,,
4409,木魃妖兽,,0,1.4;1.4;1.4,1,mon081,,,Bip01 Spine1,,5,,,,,,,,,,,,,,15,1,150,1,,,1,ic_mon081,,,,
4410,赤尸神君,,0,1.4;1.4;1.4,1,mon082,,,Bip01,,5,,,,,,,,,,,,,,15,1,125,1,,,1,ic_mon082,,,,
4411,棺材,,0,1;1;1,1,npc_078,,,,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_npc_078,,,,
4412,马熊村民,,0,1;1;1,1,npc079,,,,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_npc079,,,,
4413,马熊村民,,0,1;1;1,1,npc079_b,,,,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_npc079_b,,,,
4414,马熊村民,,0,1;1;1,1,npc079_c,,,,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_npc079_c,,,,
4415,马熊村民,,0,1;1;1,1,npc079_d,,,,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_npc079_d,,,,
4416,马熊村长,,0,1;1;1,1,npc079_e,,,,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_npc079_e,,,,
4417,马熊村的老者,,0,1;1;1,1,npc_080,,,,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_npc_080,,,,
4418,昆仑派飞来峰铁鐘道人,,0,1;1;1,1,npc081,,,,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_npc081,,,,
4419,绿色土壤,,0,1;1;1,1,npc082,,,,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_npc082,,,,
4420,妙一夫人,,0,1;1;1,1,npc083,,,,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_npc083,,,,
4421,武当剑仙-灵灵子,,0,1;1;1,1,npc084,,,,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_npc084,,,,
4422,石头1,,0,1;1;1,1,npc085,,,,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_npc085,,,,
4423,石头2,,0,1;1;1,1,npc085_b,,,,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_npc085_b,,,,
4424,石头3,,0,1;1;1,1,npc086,,,,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_npc086,,,,
4425,石头4,,0,1;1;1,1,npc086_b,,,,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_npc086_b,,,,
4426,幼年猛虎,,0,0.8;0.8;0.8,1,mon026,,mon026_b,bip_mon026 Spine1,,5,,,,,,,,,,,,,,15,2,80,1,,,1,ic_mon026_b,,,,
4427,成年猛虎,,0,1;1;1,1,mon026,,mon026_b,bip_mon026 Spine1,,5,,,,,,,,,,,,,,15,2,80,1,,,1,ic_mon026_b,,,,
4428,白额猛虎,,0,1.5;1.5;1.5,1,mon026,,mon026_a,bip_mon026 Spine1,,5,,,,,,,,,,,,,,15,2,80,1,,,1,ic_mon026_a,,,,
4429,火蛇,,0,1;1;1,1,mon001,mon001_a,mon001_a1,Bone06,,5,,,,,,,,,,,,,,15,2,80,1,,,1,ic_mon001_a1,,,,
4430,双头火蛇,,0,1;1;1,1,mon018,,,Bmon018_cat00,,5,,,,,,,,,,,,,,15,2,80,1,,,1,ic_mon018,,,,
4431,赤身女鬼,,0,1;1;1,1,mon016,,mon016_d,bip_mon016,,5,iwmon016_c,Bwp01,,iwmon016_c,Bwp02,,,,,,,,,15,1,100,1,,,1,ic_mon016_d,,,,
4432,赤身女魔,,0,1;1;1,1,mon016,,mon016_e,bip_mon016,,5,iwmon016_c,Bwp01,,iwmon016_c,Bwp02,,,,,,,,,15,1,100,1,,,1,ic_mon016_e,,,,
4433,绿树鬼灵,,0,1.3;1.3;1.3,1,mon065,,,Box01,,5,,,,,,,eff_mon065_wait,Box01,,,,,,15,1,100,1,,,1,ic_mon065_a,,,,
4434,污毒蜘蛛,,0,1;1;1,1,mon050,,,Bmon050_00,,5,,,,,,,,,,,,,,15,2,160,2,,,1,ic_mon050,,,,
4448,中秋灯笼1,,0,1.8;1.8;1.8,1,npc096,,,,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_default_face,,,,
4449,中秋灯笼2,,0,1.8;1.8;1.8,1,npc097,,,,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_default_face,,,,
4452,柚子,,0,1.4;1.4;1.4,1,npc098,,,,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_default_face,,,,
4453,老人家,,0,1;1;1,1,npc010,,,,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_npc010,,,,
4460,水蛭,,0,1.2;1.2;1.2,1,mon083,,,Bcat_mon083 00,,5,,,,,,,,,,,,,,15,2,80,1,,,,ic_mon083,,,,
439,黄金哈士奇,$L:pet439$,0,1;1;1,1,pet006,,pet006_a,,,5,,,,,,,,,,,,,,15,1,60,1,,,1,ic_pet006,,,1,
440,雪橇哈士奇,$L:pet440$,0,1;1;1,1,pet006,,pet006_b,,,5,,,,,,,,,,,,,,15,1,60,1,,,1,ic_pet006b,,,1,
441,银光犀鸟,$L:pet441$,0,1;1;1,1,pet007,,pet007_a,,,5,,,,,,,,,,,,,,15,1,60,1,,,1,ic_pet007b,,,1,
442,热带犀鸟,$L:pet442$,0,1;1;1,1,pet007,,pet007_b,,,5,,,,,,,,,,,,,,15,1,60,1,,,1,ic_pet007,,,1,
4461,千年水蛭,,0,3.5;3.5;3.5,1,boss024,,,Bcat_boss024 19,,5,,,,,,,,,,,,,,10,1,30,1,,,1,ic_boss024,,,,
4462,自爆水蛭,,0,1.2;1.2;1.2,1,mon083,,,Bcat_mon083 00,,5,,,,,,,,,,,,,,15,2,80,4,eff_mon083_bomb,,1,ic_mon083,,,,
4463,恐怖蜘蛛卵,,0,1.4;1.4;1.4,1,mon085,,,,,5,,,,,,,,,,,,,,15,1,0,1,,,1,ic_mon085,,,,
4464,成都东门,,,1.4;1.4;1.4,1,npc_door,,,,,5,,,,,,,,,,,,,,15,1,0,1,,,1,ic_default_face,,,,
4465,血神矿石,,,3;3;3,1,sx02_hgks004,,,,,5,,,,,,,,,,,,,,15,1,0,1,,,1,ic_default_face,,,,
4466,滇西毒龙尊者,,0,2.5;2.5;2.5,1,boss026,,,Bip01 Spine,,5,,,,,,,,,,,,,,10,1,100,1,,,1,ic_boss026,,,,
4467,滇西巫医,,0,1.5;1.5;1.5,1,mon084,,,Bip01,,5,,,,,,,,,,,,,,20,1,80,1,,,1,ic_mon084,,,,
4468,鬼道人乔瘦滕,,0,3.3;3.3;3.3,1,boss027a,,,Bip_boss027 Spine1,,5,,,,,,,,,,,,,,10,1,80,1,,,1,ic_boss027_b,,,,
4469,鬼兽乔瘦滕,,0,3.3;3.3;3.3,1,boss027b,,,Bip_boss027b Neck,,5,,,,,,,,,,,,,,10,1,80,4,eff_boss027b_die,,1,ic_boss027_a,,,,
4470,烈火老祖,,0,2.2;2.2;2.2,1,boss028a,,,Bip01 Spine,,5,,,,,,,,,,,,,,10,1,80,1,,,1,ic_boss028,,,,
4471,烈火老祖,,0,2.2;2.2;2.2,1,boss028b,,,Bip_horse Neck,,5,,,,,,,,,,,,,,10,1,170,1,,,1,ic_boss028,,,,
4472,祭坛神石,,0,1;1;1,1,npc_csfb005a,,,,,5,,,,,,,,,,,,,,15,1,70,1,,,1,,,,,
4473,邮包,,0,1.4;1.4;1.4,1,postbag,,,,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_default_face,,,,
4474,烈火老祖火球,,0,1;1;1,1,eff_fire_port,,,,,5,,,,,,,,,,,,,,15,1,0,1,,,1,ic_default_face,,,,
4475,鬼道人乔瘦滕,,0,3.3;3.3;3.3,1,eff_boss027a_die,,,Bip_boss027 Spine1,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_boss027_a,,,,
650,峨嵋NPC,,0,1;1;1,1,pe,,,Bip_pe01,,0,iwea07_02,,,,,,,,fpe01,ape01,bpe07_02,hpe07_02,lpe07_02,15,1,80,1,,,1,ic_pe005,,,1,
651,佛门NPC,,0,1;1;1,1,pf,,,Bip01,,1,iwfa07_02,Blink_wp,Blink_bk,,,,,,fpf01,apf01,bpf07_02,hpf07_02,lpf07_02,15,1,100,1,,,1,ic_pf005,,,1,
652,百花NPC,,0,1;1;1,1,pb,,,Bip_pb01,,3,iwbb07_02,,,,,,,,fpb01,apb01,bpb07_02,hpb07_02,lpb07_02,15,1,80,1,,,1,ic_bp005,,,1,
653,青城NPC,,0,1;1;1,1,pq,,,Bip_pq,,2,iwqa07_02,Blink_wp_L,Blink_LG_L,iwqa07_02,Blink_wp_R,Blink_LG_R,,,fpq01,apq01,bpq07_02,hpq07_02,lpq07_02,15,1,86,1,,,1,ic_pq005,,,1,
654,仙禽NPC,,0,1;1;1,1,px,,,Bip_px Spine,,4,iwxa07_02,Blink_wp,Blink_bk01,,,,,,fpx01,apx01,bpx07_02,hpx07_02,lpx07_02,15,1,80,1,,,1,ic_px005,,,1,
4518,圣诞雪人,,0,1.2;1.2;1.2,1,npc111,,,,,5,,,,,,,,,,,,,,15,1,80,1,,,1,iceman,,,,
4519,圣诞树,,0,1.2;1.2;1.2,1,npc112,,,,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_default_face,,,,
4520,圣诞老人,,0,1;1;1,1,npc101,,,,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_npc101,,,,
4523,圣诞雪人,,0,0.6;0.6;0.6,1,npc111,,,,,5,,,,,,,,,,,,,,15,1,80,1,,,1,iceman,,,,
4524,圣诞孢子,,0,1;1;1,1,mon011,,mon011_b,Bmon011_00,,5,,,,,,,,,,,,,,15,2,47,1,,,1,ic_mon011_b,,,,
4525,空模型,,0,1;1;1,0.01,mon001,mon001_a,,Bone06,,5,,,,,,,,,,,,,,15,2,80,1,,,1,ic_mon002,,,,
4539,蛇匪头目,,0,2;2;2,1,mon002,,,Bonecat28,,5,iwmon002_c,Bwp01,,,,,,,,,,,,15,2,80,1,,,1,ic_mon002_c,,,,
4540,流寇,,0,2;2;2,1,mon015,mon015_h,mon015_g,Bip_mon015,,5,iwmon015_i,Bwp01,,,,,,,,,,,,15,1,100,1,,,1,ic_mon015_g,,,,
4541,纨挎子弟,,0,2;2;2,1,mon007,,,Bip_mon007,,5,,,,,,,,,,,,,,15,1,75,1,,,1,ic_mon007,,,,
4542,采花贼,,0,2;2;2,1,mon015,mon015_b,,Bip_mon015,,5,iwmon015_i,Bwp01,,,,,,,,,,,,15,1,100,1,,,1,ic_mon015_b,,,,
4543,四金钢,,0,2;2;2,1,mon008,,mon008_b,Bip_mon008 Spine1,,5,iwmon002_b,Bwp01,,,,,,,,,,,,15,1,94,1,,,1,ic_mon008_b,,,,
4544,机关人,,0,2;2;2,1,mon034,,,Bip_mon034 Spine,,5,,,,,,,,,,,,,,15,1,66,1,,,1,ic_mon034,,,,
4545,林掌黑熊,,0,2;2;2,1,mon044,,,bip_mon044 Spine1,,5,,,,,,,,,,,,,,15,2,212,1,,,1,ic_mon044,,,,
4546,马贼精锐,,0,2;2;2,1,mon015,mon015_i,,Bip_mon015,,5,iwmon015_i,Bwp01,,,,,,,,,,,,15,1,100,1,,,1,ic_mon015_i,,,,
4547,青螺山幻魔者,,0,2;2;2,0.6,mon048_b,,mon048_c,Bip01 Spine,,5,iwmon048_c,Bwp01,,iwmon048_c,Bwp02,,,,,,,,,15,1,125,1,,,1,ic_mon048_c,,,,
4548,山魈战士,,0,2.4;2.4;2.4,1,mon075_b,,,Bip_mon075 Spine,,5,,,,,,,,,,,,,,15,1,100,1,,,1,ic_mon075_b,,,,
4549,绿树鬼灵,,0,2.4;2.4;2.4,1,mon065,,,Box01,,5,,,,,,,eff_mon065_wait,Box01,,,,,,15,1,100,1,,,1,ic_mon065_a,,,,
4550,天元鼎,,0,1;1;1,1,npc_tyd001,,,,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_default_face,,,,
4551,生命之树,,0,1;1;1,1,snpc_treSen,,,,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_default_face,,,,
4552,剑仙台,,0,1;1;1,1,snpc_jiant001,,,,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_default_face,,,,
4553,太虚洞,,0,1;1;1,1,snpc_dk001,,,,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_default_face,,,,
4554,仙灵阁,,0,1;1;1,1,snpc_lyg001,,,,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_default_face,,,,
4555,魔宫探察者,,0,1.2;1.2;1.2,1,mon086,,,Bip01 Spine,,5,,,,,,,,,,,,,,15,1,131,1,,,1,ic_mon086,,,,
4556,荆棘兽,,0,1.2;1.2;1.2,1,mon087,,,bip_mon037 Spine1,,5,,,,,,,,,,,,,,15,1,75,1,,,1,ic_mon087,,,,
4557,地灵兽,,0,1.35;1.35;1.35,1,mon088,,,Bip01 Spine1,,5,,,,,,,,,,,,,,15,1,40,1,,,1,ic_mon088,,,,
4558,徐岳,,0,1.4;1.4;1.4,1,mon089,,,Bip01 Spine,,5,,,,,,,,,,,,,,15,1,34,1,,,1,ic_mon089,,,,
4559,恶乞丐,,0,1.2;1.2;1.2,1,mon090,,,Bip01 Spine,,5,,,,,,,,,,,,,,15,1,112,1,,,1,ic_mon090,,,,
4560,湘江渔夫,,0,1.2;1.2;1.2,1,mon091,,,Bip01 Spine,,5,,,,,,,,,,,,,,15,1,108,1,,,1,ic_mon091,,,,
4561,地痞,,0,1.1;1.1;1.1,1,mon092,,,Bip01 Spine,,5,,,,,,,,,,,,,,15,1,119,1,,,1,ic_mon092,,,,
4562,豪奴,,0,1.1;1.1;1.1,1,mon093_a,,,Bip01 Spine,,5,,,,,,,,,,,,,,15,1,100,1,,,1,ic_mon093_a,,,,
4563,陈家村兵,,0,1.1;1.1;1.1,1,mon093_b,,,Bip01 Spine,,5,,,,,,,,,,,,,,15,1,100,1,,,1,ic_mon093_b,,,,
4564,吕村守卫,,0,1.1;1.1;1.1,1,mon093_c,,,Bip01 Spine,,5,,,,,,,,,,,,,,15,1,100,1,,,1,ic_mon093_c,,,,
4565,吕村精兵,,0,1.1;1.1;1.1,1,mon093_d,,,Bip01 Spine,,5,,,,,,,,,,,,,,15,1,100,1,,,1,ic_mon093_d,,,,
4566,家将,,0,1.2;1.2;1.2,1,mon094_a,,,Bip01 Spine,,5,,,,,,,,,,,,,,15,1,100,1,,,1,ic_mon094_a,,,,
4567,陈家教头,,0,1.2;1.2;1.2,1,mon094_b,,,Bip01 Spine,,5,,,,,,,,,,,,,,15,1,100,1,,,1,ic_mon094_b,,,,
4568,吕村保镖,,0,1.2;1.2;1.2,1,mon094_c,,,Bip01 Spine,,5,,,,,,,,,,,,,,15,1,100,1,,,1,ic_mon094_c,,,,
4569,戴家场乡勇,,0,1;1;1,1,mon095,,,Bip01 Spine,,5,,,,,,,,,,,,,,15,1,125,1,,,1,ic_mon095,,,,
4570,烈火祖师门人,,0,1.3;1.3;1.3,1,mon096,,,Bip01 Spine,,5,,,,,,,,,,,,,,15,1,114,1,,,1,ic_mon096,,,,
4571,南疆降头师,,0,1.3;1.3;1.3,1,mon097,,,Bip01 Spine,,5,,,,,,,,,,,,,,15,1,125,1,,,1,ic_mon097,,,,
4572,霹雳手 尉迟元,,0,1.5;1.5;1.5,1,mon098,,,Bip01 Spine,,5,,,,,,,,,,,,,,15,1,131,1,,,1,ic_mon098,,,,
4573,五花蜂 崔天绶,,0,1.3;1.3;1.3,1,mon099,,,Bip01 Spine,,5,,,,,,,,,,,,,,15,1,140,1,,,1,ic_mon099,,,,
4574,陈家二庄主 陈长谷,,0,1.1;1.1;1.1,1,mon100,,,Bip01 Spine,,5,,,,,,,,,,,,,,15,1,112,1,,,1,ic_mon100,,,,
4575,金头狸子 吕四,,0,1.6;1.6;1.6,1,mon101,,,Bip01 Spine,,5,,,,,,,,,,,,,,15,1,106,1,,,1,ic_mon101,,,,
4576,霹雳火 吕三,,0,1.6;1.6;1.6,1,mon102,,,Bip01 Spine,,5,,,,,,,,,,,,,,15,1,112,1,,,1,ic_mon102,,,,
4577,假头陀 姚元,,0,1.5;1.5;1.5,1,mon103,,,Bip01 Spine,,5,,,,,,,,,,,,,,15,1,100,1,,,1,ic_mon103,,,,
4578,花花道人 姚素修,,0,1.2;1.2;1.2,1,mon104,,,Bip01 Spine,,5,,,,,,,,,,,,,,15,1,125,1,,,1,ic_mon104,,,,
4579,罗文林,,0,2.8;2.8;2.8,1,boss033,,,Bip01 Spine,,5,,,,,,,,,,,,,,15,1,106,1,,,1,ic_boss033,,,,
4580,山人姚开江,,0,2.2;2.2;2.2,1,boss034,,,Bip_boss034 Spine1,,5,,,,,,,eff_boss034,root,,,,,,15,1,106,1,,,1,ic_boss034,,,,
4581,追魂太岁,,0,2.2;2.2;2.2,1,boss035,,,Bip_boss035 Spine,,5,,,,,,,,,,,,,,15,1,112,1,,,1,ic_boss035,,,,
4582,火蝙蝠,,0,2.2;2.2;2.2,1,boss036,,,Bip01 Spine,,5,,,,,,,,,,,,,,15,1,112,1,,,1,ic_boss036,,,,
4583,郭云噗,,0,3;3;3,1,boss037,,,Bip01 Spine,,5,,,,,,,eff_boss037,root,,,,,,15,1,0,1,,,1,ic_boss037,,,,
4584,金毒莲,,0,1;1;1,1,npc099,,,,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_npc099,,,,
4585,登萍仙子,,0,1;1;1,1,npc102,,,,,5,,,,,,,,,,,,,,15,1,60,1,,,1,ic_npc102,,,,
4586,白琦,,0,1;1;1,1,npc103,,,,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_npc103,,,,
4587,黄玄极,,0,1;1;1,1,npc105,,,,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_npc105,,,,
4588,财神爷,,3,1;1;1,1,npc113,,,,,5,,,,,,,,,,,,,,15,1,80,1,,,1,ic_npc113,,,,
