,"comment:
npc名字",npcId,AI类型,AI脚本,重生周期(秒),重生日程,派系ID,是否巡逻,巡逻路径,是否为闭合的环状巡逻路线,是否默认激活巡逻,是否主动攻击,是否首领,"随从id num;id num;",视野范围,控制范围,活动范围,胆量,UPDATA事件,特殊事件,关联npc响应,生命周期,备注
599,南疆使者,2074,common,,30,,0,0,,,,0,0,,100,800,0,1,,,,10800,
600,南疆传送使者,2075,common,,30,,0,0,,,,0,0,,100,800,0,1,,,,,
601,传送石,2076,common,,30,,0,0,,,,0,0,,60,800,0,1,,,,,
602,霜魂,4301,monster,,30,,0,0,,,,1,0,,110,800,100,1,,,,,
603,幽灵鬼爪,4302,monster,,30,,0,0,,,,1,0,,100,800,100,1,,,,,
604,深渊魔兵,4303,monster,,0,,4303,0,,,,1,0,,200,2000,0,1,,,,,
605,冰霜雪人,4304,monster,,30,,0,0,,,,1,0,,100,800,100,1,,,,,
606,怒吼雪人,4305,monster,,30,,0,0,,,,1,0,,100,800,100,1,,,,,
607,魔化雪怪,4306,monster,,30,,0,0,,,,1,0,,100,800,100,1,,,,,
608,冰坚战士,4307,monster,,30,,0,0,,,,1,0,,100,800,100,1,,,,,
609,冰晶战士,4308,monster,,0,,4309,0,,,,1,0,,200,2000,0,1,,,,,
610,寒雪巨人,4309,monster,,0,,4309,0,,,,1,0,,200,2000,0,1,,,,,
611,烈焱守卫,4310,monster,,0,,4310,0,,,,1,0,,200,2000,0,1,,,,,
612,青螺山巡逻者,4311,monster,,30,,0,0,,,,1,0,,100,800,100,1,,,,,
613,青螺山魔兵,4312,monster,,30,,0,0,,,,1,0,,100,800,100,1,,,,,
614,青螺山妖人,4313,monster,,30,,0,0,,,,1,0,,100,800,100,1,,,,,
615,青螺山幻魔者,4314,monster,,30,,0,0,,,,1,0,,100,800,100,1,,,,,
616,青螺山割喉者,4315,monster,,30,,0,0,,,,1,0,,100,800,100,1,,,,,
617,青螺山守望者,4316,monster,,30,,0,0,,,,1,0,,110,800,100,1,,,,,
618,魔化水怪,4317,monster,,30,,0,0,,,,1,0,,100,800,100,1,,,,,
619,魔化泥怪,4318,monster,,30,,0,0,,,,1,0,,100,800,100,1,,,,,
620,巨型蜘蛛,4319,monster,,0,,4319,0,,,,1,0,,200,2000,0,1,,,,,
621,巨型蝙蝠,4320,monster,,0,,4319,0,,,,1,0,,200,2000,0,1,,,,,
622,魔宫督卫,4321,monster,,0,,4321,0,,,,1,0,,200,2000,0,1,,,,,
623,魔宫侍卫,4322,monster,,0,,4322,0,,,,1,0,,200,2000,0,1,,,,,
624,魔宫大魔头黄萧,4323,monster,,0,,4337,0,,,,1,0,,200,800,100,1,,"OnHpLower 50|25;OnDead;",,,
625,魔宫四魔伊红樱,4324,monster,,0,,4309,0,,,,1,0,,200,500,100,1,,"OnCreate;OnHpLower 30;",,,
626,魔宫五魔公孙武,4325,monster,,0,,4319,0,,,,1,0,,200,850,100,1,,,,,
627,魔宫八魔邱舟令,4326,monster,,0,,4310,0,,,,1,0,,200,850,100,1,,,,,
628,古墓,4327,common,,30,,0,0,,,,1,0,,60,800,0,1,,,,,
629,金蝉,4328,common,,30,,0,0,,,,1,0,,60,800,100,1,,,,,
630,七星真人,4329,common,,30,,0,0,,,,1,0,,60,800,100,1,,,,,
631,魏青,4330,common,,30,,0,0,,,,1,0,,60,800,100,1,,,,,
632,乐三官,4331,common,,30,,0,0,,,,1,0,,60,800,100,1,,,,,
633,白水真人,4332,common,,30,,0,0,,,,1,0,,60,800,100,1,,,,,
634,江湖药贩,4333,common,,30,,0,0,,,,1,0,,60,800,0,1,,,,,
635,魔宫出口,4334,common,,0,,14,0,,,,1,0,,200,80000,0,1,,,,,
636,魔宫入口,4335,common,,0,,14,0,,,,1,0,,200,80000,0,1,,,,,
637,宝箱,4336,plant,,0,,0,0,,,,1,0,,60,800,0,1,,OnDead;,,,
638,魔宫督卫,4337,monster,,0,,4337,0,,,,1,0,,200,2000,0,1,,,,,
639,魔宫侍卫,4338,monster,,0,,4338,0,,,,1,0,,200,2000,0,1,,,,,
640,巨型蜘蛛,4339,monster,,0,,4339,0,,,,1,0,,200,2000,0,1,,,,,
641,巨型蝙蝠,4340,monster,,0,,4340,0,,,,1,0,,200,2000,0,1,,,,,
642,深渊魔兵,4341,monster,,0,,4341,0,,,,1,0,,200,2000,0,1,,,,,
643,烈焱守卫,4342,monster,,0,,4342,0,,,,1,0,,200,2000,0,1,,,,,
644,冰晶战士,4343,monster,,0,,4343,0,,,,1,0,,200,2000,0,1,,,,,
645,寒雪巨人,4344,monster,,0,,4344,0,,,,1,0,,200,2000,0,1,,,,,
646,魔宫大魔头黄萧,4345,monster,,0,,4337,0,,,,1,0,,200,600,100,1,,OnCreate;,,30,
647,魔宫大魔头黄萧,4346,monster,,0,,4337,0,,,,1,0,,200,600,100,1,,OnCreate;,,30,
648,暴动妖人,4347,monster,,30,,4347,1,"129 89;126 79;124 60;116 65;116 88;123 95;",,1,1,0,"4354 3",120,800,100,1,,OnCreate;,,,
649,暴动蛮僧,4348,monster,,30,,4347,1,"112 89;118 81;117 61;123 69;122 79;119 93;",,1,1,0,"4355 3",120,800,100,1,,OnCreate;,,,
650,熔炉,4349,common,,30,,0,0,,,,0,0,,60,800,0,1,,,,,
651,铁门,4350,door,,,,0,0,,,,0,0,,60,800,0,1,,,,,
652,监狱大门,4351,door,,,,0,0,,,,0,0,,60,800,0,1,,OnOpen;,,,
653,冰门,4352,door,,,,0,0,,,,0,0,,60,800,0,1,,OnCreate;OnOpen;,,,
654,冰凌柜,4353,door,,,,0,0,,,,0,0,,60,800,0,1,,,,,
655,暴动妖人,4354,monster,,0,,4347,1,"129 89;126 79;124 60;116 65;116 88;123 95;",,1,1,0,,120,800,100,1,,,,,
656,暴动蛮僧,4355,monster,,0,,4347,1,"112 89;118 81;117 61;123 69;122 79;119 93;",,1,1,0,,120,800,100,1,,,,,
657,冰晶战士,4356,monster,,0,,4356,1,"194 5;204 6;206 -1;",,1,1,0,,250,1000,100,1,,,,,
658,冰晶战士,4357,monster,,0,,4356,1,"209 -24;207 -14;190 -17;209 -13;206 -15;",,1,1,0,,250,1000,100,1,,,,,
659,冰晶战士,4358,monster,,0,,4356,1,"221 -7;216 2;204 0;205 -9;",,1,1,0,,250,1000,100,1,,,,,
660,冰晶战士,4359,monster,,0,,4356,1,"191 21;200 17;212 26;205 34;213 17;",,1,1,0,,250,1000,100,1,,,,,
661,冰晶战士,4360,monster,,0,,4356,1,"197 42;207 39;218 22;211 7;",,1,1,0,,250,1000,100,1,,,,,
662,冰晶战士,4361,monster,,0,,4356,1,"230 6;230 16;218 7;204 -6;",,1,1,0,,250,1000,100,1,,,,,
663,青螺山幻魔者,4362,monster,,30,,0,1,"287 211;288 195;287 173;292 165;",,1,1,0,"4364 2",120,800,100,1,,,,,
664,青螺山幻魔者,4363,monster,,30,,0,1,"291 212;292 199;290 178;284 162;288 171;",,1,1,0,"4365 2",120,800,100,1,,,,,
665,青螺山幻魔者,4364,monster,,30,,0,0,,,0,1,0,,120,800,100,1,,,,,
666,青螺山幻魔者,4365,monster,,30,,0,0,,,0,1,0,,120,800,100,1,,,,,
667,异化狼人,4366,monster,,30,,0,0,,,,1,0,,120,1200,100,1,,,,,
668,魔宫出口1,4367,common,,0,,0,0,,,,0,0,,60,80000,0,1,,,,,
669,魔宫出口2,4368,common,,0,,0,0,,,,0,0,,60,80000,0,1,,,,,
670,魔宫出口3,4369,common,,0,,0,0,,,,0,0,,60,80000,0,1,,,,,
671,魔宫出口4,4370,common,,0,,0,0,,,,0,0,,60,80000,0,1,,,,,
672,仙界灵石,4371,common,,0,,0,0,,,,0,0,,0,0,0,1,,,,,
673,仙界灵石,4372,common,,0,,0,0,,,,0,0,,0,0,0,1,,,,,
674,仙界灵石,4373,common,,0,,0,0,,,,0,0,,0,0,0,1,,,,,
675,仙界灵石,4374,common,,0,,0,0,,,,0,0,,0,0,0,1,,,,,
676,仙界灵石,4375,common,,0,,0,0,,,,0,0,,0,0,0,1,,,,,
677,仙界灵石,4376,common,,0,,0,0,,,,0,0,,0,0,0,1,,,,,
678,仙界灵石,4377,common,,0,,0,0,,,,0,0,,0,0,0,1,,,,,
679,仙界灵石,4378,common,,0,,0,0,,,,0,0,,0,0,0,1,,,,,
680,仙界灵石,4379,common,,0,,0,0,,,,0,0,,0,0,0,1,,,,,
681,仙界灵石,4380,common,,0,,0,0,,,,0,0,,0,0,0,1,,,,,
682,仙界灵石,4381,common,,0,,0,0,,,,0,0,,0,0,0,1,,,,,
683,仙界灵石,4382,common,,0,,0,0,,,,0,0,,0,0,0,1,,,,,
684,仙界灵石,4383,common,,0,,0,0,,,,0,0,,0,0,0,1,,,,,
685,魔宫侍卫,4384,monster,,30,,4384,1,"114 340;114 328;120 310;133 307;150 307;162 295;153 284;141 278;126 265;119 257;120 237;123 219;",,1,1,0,"4385 2",200,2000,100,1,,,,,
686,魔宫侍卫,4385,monster,,30,,4384,1,"114 340;114 328;120 310;133 307;150 307;162 295;153 284;141 278;126 265;119 257;120 237;123 219;",,1,1,0,,200,2000,100,1,,,,,
687,马来西亚国旗,4386,common,,30,,0,0,,,,0,0,,60,800,0,1,,,,,
688,青翼蝙蝠,4387,monster,,30,,0,0,,,,1,0,,110,800,100,1,,,,,
689,梅花精,4388,monster,,30,,0,0,,,,1,0,,110,800,100,1,,,,,
690,僵尸,4389,monster,,30,,0,0,,,,1,0,,110,800,100,1,,,,,
691,绿毛僵尸,4390,monster,,60,,0,0,,,,1,0,,110,800,100,1,,,,,
692,翠鸟,4391,monster,,30,,0,0,,,,1,0,,110,800,100,1,,,,,
693,飞天夜叉,4392,monster,,300,,0,0,,,,1,0,,110,800,100,1,,,,,
694,变异黑马熊,4393,monster,,30,,0,0,,,,1,0,,110,800,100,1,,,,,
695,失魂黑马熊,4394,monster,,30,,0,0,,,,1,0,,110,800,100,1,,,,,
696,黑马熊巡逻者,4395,monster,,30,,0,0,,,,1,0,,110,800,100,1,,,,,
697,黑马熊守卫,4396,monster,,30,,0,0,,,,1,0,,110,800,100,1,,,,,
698,马熊统领,4397,monster,,60,,0,0,,,,1,0,,110,800,100,1,,,,,
699,山魈前锋,4398,monster,,30,,0,0,,,,1,0,,110,800,100,1,,,,,
700,山魈战士,4399,monster,,30,,0,0,,,,1,0,,110,800,100,1,,,,,
701,山魈道士,4400,monster,,30,,0,0,,,,1,0,,110,800,100,1,,,,,
702,魅脸山魈,4401,monster,,30,,0,0,,,,1,0,,110,800,100,1,,,,,
703,奇石守卫,4402,monster,,30,,0,0,,,,1,0,,110,800,100,1,,,,,
704,奇石突击者,4403,monster,,30,,0,0,,,,1,0,,110,800,100,1,,,,,
705,三影神君,4404,monster,,60,,4404,0,,,,1,0,,110,800,100,1,,,,,
706,火扇子伊节,4405,monster,,60,,4404,0,,,,1,0,,110,800,100,1,,,,,
707,小木魃,4406,monster,,30,,0,0,,,,1,0,,110,800,100,1,,,,,
708,木魃,4407,monster,,30,,0,0,,,,1,0,,110,800,100,1,,,,,
709,木魃统领,4408,monster,,30,,0,0,,,,1,0,,110,800,100,1,,,,,
710,木魃妖兽,4409,monster,,30,,0,0,,,,1,0,,110,800,100,1,,,,,
711,赤尸神君,4410,monster,,60,,0,0,,,,1,0,,110,800,100,1,,,,,
712,棺材,4411,common,,30,,0,0,,,,0,0,,60,800,0,1,,,,,
713,马熊村民,4412,common,,30,,0,0,,,,0,0,,60,800,0,1,,,,,
714,马熊村民,4413,common,,30,,0,0,,,,0,0,,60,800,0,1,,,,,
715,马熊村民,4414,common,,30,,0,0,,,,0,0,,60,800,0,1,,,,,
716,马熊村民,4415,common,,30,,0,0,,,,0,0,,60,800,0,1,,,,,
717,马熊村长,4416,common,,30,,0,0,,,,0,0,,60,800,0,1,,,,,
718,马熊村的老者,4417,common,,30,,0,1,"627 -337;633 -345;650 -359;674 -363;695 -374;717 -382;741 -383;763 -386;781 -400;799 -414;807 -436;812 -458;832 -469;849 -485;867 -493;886 -480;909 -477;931 -481;938 -500;924 -519;915 -539;906 -561;895 -581;",,0,0,0,,60,800,0,1,,"OnTaskAccept 1188;OnArrive 0;OnHpLower 80|60|40|20;",,,
719,昆仑派飞来峰铁鐘道人,4418,common,,30,,0,0,,,,0,0,,60,800,0,1,,,,,
720,绿色土壤,4419,plant,,30,,0,0,,,,0,0,,60,800,0,1,,,,,
721,妙一夫人,4420,common,,30,,0,0,,,,0,0,,60,800,0,1,,,,,
722,武当剑仙-灵灵子,4421,common,,30,,0,0,,,,0,0,,60,800,0,1,,,,,
723,石头1,4422,common,,30,,0,0,,,,0,0,,60,800,0,1,,,,,
724,石头2,4423,common,,30,,0,0,,,,0,0,,60,800,0,1,,,,,
725,石头3,4424,common,,30,,0,0,,,,0,0,,60,800,0,1,,,,,
726,石头4,4425,common,,30,,0,0,,,,0,0,,60,800,0,1,,,,,
727,幼年猛虎,4426,monster,,30,,0,0,,,,1,0,,110,800,100,1,,,,,
728,成年猛虎,4427,monster,,30,,0,0,,,,1,0,,110,800,100,1,,,,,
729,白额猛虎,4428,monster,,60,,0,0,,,,1,0,,110,800,100,1,,,,,
730,火蛇,4429,monster,,30,,0,0,,,,1,0,,110,800,100,1,,,,,
731,双头火蛇,4430,monster,,30,,0,0,,,,1,0,,110,800,100,1,,,,,
732,赤身女鬼,4431,monster,,30,,0,0,,,,1,0,,110,800,100,1,,,,,
733,赤身女魔,4432,monster,,30,,0,0,,,,1,0,,110,800,100,1,,,,,
734,绿树鬼灵,4433,monster,,30,,0,0,,,,1,0,,110,800,100,1,,,,,
735,污毒蜘蛛,4434,monster,,30,,0,0,,,,1,0,,110,800,100,1,,,,,
736,李英琼,4435,common,,30,,0,0,,,,0,0,,60,800,0,1,,,,,
737,齐霞儿,4436,common,,30,,0,0,,,,0,0,,60,800,0,1,,,,,
738,阴素裳,4437,common,,30,,0,0,,,,0,0,,60,800,0,1,,,,,
739,雷姑婆,4438,common,,30,,0,0,,,,0,0,,60,800,0,1,,,,,
740,莽苍山药师,4439,common,,30,,0,0,,,,0,0,,60,800,0,1,,,,,
741,追云叟,4440,common,,30,,0,0,,,,0,0,,60,800,0,1,,,,,
742,成都望江楼掌柜,4446,common,,30,,0,0,,,,0,0,,60,800,0,1,,,,,
743,莽苍山声望商人,4447,common,,30,,0,0,,,,0,0,,60,800,0,1,,,,,
744,中秋灯笼1,4448,common,,30,,0,0,,,,0,0,,60,800,0,1,,,,,
745,中秋灯笼11,4449,common,,30,,0,0,,,,0,0,,60,800,0,1,,,,,
746,中秋灯笼2,4450,plant,,900,,0,0,,,,0,0,,60,800,0,1,,,,,
747,中秋灯笼22,4451,plant,,900,,0,0,,,,0,0,,60,800,0,1,,,,,
748,柚子,4452,plant,,300,,0,0,,,,0,0,,60,800,0,1,,,,,
749,天化村老人,4453,common,,30,,0,0,,,,1,0,,60,800,0,1,,,,,
750,育成村老人,4454,common,,30,,0,0,,,,1,0,,60,800,0,1,,,,,
751,成都城老人,4455,common,,30,,0,0,,,,1,0,,60,800,0,1,,,,,
752,天化村月饼商人,4456,common,,30,,0,0,,,,1,0,,60,800,0,1,,,,,
753,育成村月饼商人,4457,common,,30,,0,0,,,,1,0,,60,800,0,1,,,,,
754,成都城月饼商人,4458,common,,30,,0,0,,,,1,0,,60,800,0,1,,,,,
755,黄金哈士奇,439,noncombatant_pet,,30,,0,0,,,,0,0,,100,800,100,1,,,,,
756,雪橇哈士奇,440,noncombatant_pet,,30,,0,0,,,,0,0,,100,800,100,1,,,,,
757,银光犀鸟,441,noncombatant_pet,,30,,0,0,,,,0,0,,100,800,100,1,,,,,
758,热带犀鸟,442,noncombatant_pet,,30,,0,0,,,,0,0,,100,800,100,1,,,,,
759,天化村药师,443,common,,30,,0,0,,,,1,0,,60,800,0,1,,,,,
760,育成村村药师,444,common,,30,,0,0,,,,1,0,,60,800,0,1,,,,,
761,成都城药师,445,common,,30,,0,0,,,,1,0,,60,800,0,1,,,,,
762,仙界灵石,4459,common,,0,,0,0,,,,0,0,,60,80000,0,1,,,,,
763,飞天蜈蚣,4460,monster,,86400,,4464,0,,,,1,0,,200,10000,0,1,,,,,
764,致命蜈蚣,4461,monster,,86400,,4464,0,,,,1,0,,200,10000,0,1,,,,,
765,食人男山民,4462,monster,,86400,,4498,0,,,,1,0,,200,10000,0,1,,,,,
766,食人女山民,4463,monster,,86400,,4498,0,,,,1,0,,200,10000,0,1,,,,,
767,小水蛭,4464,monster,,86400,,4468,0,,,,1,0,,200,10000,0,1,,,,,
768,毒须怪,4465,monster,,86400,,4468,0,,,,1,0,,200,10000,0,1,,,,,
769,绿毛僵尸,4466,monster,,86400,,4470,0,,,,1,0,,200,10000,0,1,,,,,
770,残血鬼灵,4467,monster,,86400,,4470,0,,,,1,0,,200,10000,0,1,,,,,
771,神坛侍卫,4468,monster,,86400,,4472,0,,,,1,0,,200,10000,0,1,,,,,
772,妖人炮手,4469,monster,,86400,,4472,0,,,,1,0,,200,10000,0,1,,,,,
773,墓地侍卫,4470,monster,,86400,,4472,0,,,,1,0,,200,10000,0,1,,,,,
774,宝箱,4471,plant,,86400,,0,0,,,,1,0,,60,800,0,1,,OnDead;,,,
775,异化狼人,4472,monster,,86400,,0,0,,,,1,0,,180,12000,100,1,,,,,
776,强化致命蜈蚣,4473,monster,,86400,,4473,0,,,,1,0,,200,10000,0,1,,,,,
777,强化食人女山民,4474,monster,,86400,,4498,0,,,,1,0,,200,10000,0,1,,,,,
778,强化小水蛭,4475,monster,,86400,,4475,0,,,,1,0,,200,10000,0,1,,,,,
779,强化残血鬼灵,4476,monster,,86400,,4476,0,,,,1,0,,200,10000,0,1,,,,,
780,强化墓地侍卫,4477,monster,,86400,,4477,0,,,,1,0,,200,10000,0,1,,,,,
781,自爆水蛭,4478,monster,,86400,,4482,0,,,,1,0,,200,10000,0,1,,,,,
782,食人族巡逻者头领,4479,monster,,150,,4498,1,"224 164;211 165;192 165;185 157;181 138;167 130;149 117;149 94;156 73;157 82;",,1,1,0,"4480 2",260,10000,100,1,,,,,
783,食人族巡逻者,4480,monster,,150,,4498,1,"224 164;211 165;192 165;185 157;181 138;167 130;149 117;149 94;156 73;157 82;",,1,1,0,,260,10000,100,1,,,,,
784,食人族巡逻者头领,4481,monster,,150,,4498,1,"156 72;153 84;149 107;160 126;180 132;182 144;176 163;153 164;134 151;115 136;114 135;",,1,1,0,"4482 2",260,10000,100,1,,,,,
785,食人族巡逻者,4482,monster,,150,,4498,1,"156 72;153 84;149 107;160 126;180 132;182 144;176 163;153 164;134 151;115 136;114 135;",,1,1,0,,260,10000,100,1,,,,,
786,魔宫出口,4483,common,,0,,14,0,,,,1,0,,200,80000,0,1,,,,,
787,魔宫入口,4484,common,,0,,14,0,,,,1,0,,200,80000,0,1,,,,,
788,魔宫出口1,4485,common,,0,,0,0,,,,0,0,,60,80000,0,1,,,,,
789,魔宫出口2,4486,common,,0,,0,0,,,,0,0,,60,80000,0,1,,,,,
790,自爆水蛭,4487,monster,,86400,,0,0,,,,1,0,,200,10000,0,1,,,,,
791,恐怖蜘蛛卵,4488,null,,60,,0,0,,,,0,0,,200,10000,0,1,,"OnHpLower 10",,,
792,自爆水蛭,4489,monster,,86400,,4482,1,"108 -221;108 -211;121 -197;143 -201;150 -219;138 -205;123 -191;133 -190;",,1,1,0,,150,10000,100,1,,OnEnterBattle;,,,
793,自爆水蛭,4490,monster,,86400,,4482,1,"133 -186;140 -197;140 -219;123 -216;124 -206;133 -212;153 -216;163 -207;156 -208;",,1,1,0,,150,10000,100,1,,OnEnterBattle;,,,
794,自爆水蛭,4491,monster,,86400,,4482,1,"156 -208;146 -211;151 -223;156 -206;133 -206;139 -222;144 -221;",,1,1,0,,150,10000,100,1,,OnEnterBattle;,,,
795,自爆水蛭,4492,monster,,86400,,4482,1,"149 -226;154 -213;139 -195;132 -202;143 -215;155 -211;144 -214;",,1,1,0,,150,10000,100,1,,OnEnterBattle;,,,
796,污毒蜘蛛,4493,monster,,86400,,0,0,,,,1,0,,210,10000,100,1,,,,,
797,千年水蛭,4494,monster,,86400,,0,0,,,,1,0,,220,500,100,1,,"OnHpLower 60|30;OnLeaveBattle;",,,
798,城门,4495,door,,,,0,0,,,,0,0,,60,800,0,1,,,,,
799,矿石,4496,door,,,,0,0,,,,0,0,,60,800,0,1,,,,,
800,飞天夜叉,4497,monster,,86400,,4464,0,,,,1,0,,220,800,100,1,,OnCreate;OnLeaveBattle;,,,
801,滇西毒龙尊者,4498,monster,,86400,,4498,0,,,,1,0,,220,800,100,1,,,,,
802,滇西巫医,4499,monster,,86400,,4498,0,,,,1,0,,220,800,100,1,,OnCreate;OnDead;,,,
803,鬼道人乔瘦滕,4500,monster,,86400,,4470,0,,,,1,0,,220,800,100,1,,"OnHpLower 10;OnDead;",,,
804,鬼兽乔瘦滕,4501,monster,,86400,,4470,0,,,,1,0,,220,800,100,1,,OnCreate;,,,
805,烈火老祖,4502,monster,,86400,,4472,0,,,,1,0,,220,800,100,1,,OnDead;,,,
806,烈火老祖,4503,monster,,86400,,4472,0,,,,1,0,,220,800,100,1,,"OnHpLower 10;OnDead;",,,
807,裘芷仙,4504,common,,30,,0,1,"157 64;155 74;150 96;155 118;172 133;183 145;189 164;212 165;236 160;259 155;280 159;299 171;320 165;335 146;344 124;358 104;371 84;390 70;411 59;412 59;",,0,1,0,,60,800,0,1,1,"OnTaskAccept 1231;OnArrive 0;OnHpLower 80|60|40|20;",,,
808,柚子,4506,plant,,300,,0,0,,,,0,0,,60,800,0,1,,,,,
809,柚子,4507,plant,,300,,0,0,,,,0,0,,60,800,0,1,,,,,
810,邮包,4508,plant,,300,,0,0,,,,0,0,,60,800,0,1,,,,,
811,火球,4509,null,,30,,0,0,,,,0,0,,60,800,0,1,,,,,
812,伯乐,4510,common,,30,,0,0,,,,0,0,,60,800,0,1,,,,,
813,铁蛋,446,common,,30,,0,0,,,,0,0,,60,800,0,1,,,,,
814,桂花山声望商人,4101,common,,30,,0,0,,,,0,0,,60,800,0,1,,,,,
815,雪山村声望商人,4201,common,,30,,0,0,,,,0,0,,60,800,0,1,,,,,
816,修炼者牛二,4511,common,,30,,0,0,,,,0,0,,60,800,0,1,,,,,
817,天化村声望商人,4512,common,,30,,0,0,,,,0,0,,60,800,0,1,,,,,
818,峨嵋NPC,4513,common,,30,,0,0,,,,0,0,,60,800,0,1,,,,,
819,佛门NPC,4514,common,,30,,0,0,,,,0,0,,60,800,0,1,,,,,
820,百花NPC,4515,common,,30,,0,0,,,,0,0,,60,800,0,1,,,,,
821,青城NPC,4516,common,,30,,0,0,,,,0,0,,60,800,0,1,,,,,
822,仙禽NPC,4517,common,,30,,0,0,,,,0,0,,60,800,0,1,,,,,
823,圣诞雪人,4518,common,,30,,0,0,,,,0,0,,60,800,0,1,,,,,
824,圣诞树,4519,common,,30,,0,0,,,,0,0,,60,800,0,1,,,,,
825,圣诞老人,4520,common,,30,,0,0,,,,0,0,,60,800,0,1,,,,,
826,圣诞老人,4521,common,,30,,0,0,,,,0,0,,60,800,0,1,,,,,
827,圣诞老人,4522,common,,30,,0,0,,,,0,0,,60,800,0,1,,,,,
828,圣诞雪人,4523,common,,30,,0,0,,,,0,0,,60,800,0,1,,,,,
829,小家兔,4524,monster,,30,,0,0,,,,0,0,,100,800,100,1,,,,,
830,小家兔,4525,monster,,30,,0,0,,,,0,0,,100,800,100,1,,,,,
831,小家兔,4526,monster,,30,,0,0,,,,0,0,,100,800,100,1,,,,,
832,小家兔,4527,monster,,30,,0,0,,,,0,0,,100,800,100,1,,,,,
833,小家兔,4528,monster,,30,,0,0,,,,0,0,,100,800,100,1,,,,,
834,小家兔,4529,monster,,30,,0,0,,,,0,0,,100,800,100,1,,,,,
835,小家兔,4530,monster,,30,,0,0,,,,0,0,,100,800,100,1,,,,,
836,小家兔,4531,monster,,30,,0,0,,,,0,0,,100,800,100,1,,,,,
837,小家兔,4532,monster,,30,,0,0,,,,0,0,,100,800,100,1,,,,,
838,小家兔,4533,monster,,30,,0,0,,,,0,0,,100,800,100,1,,,,,
839,血神护卫,4535,common,,30,,0,0,,,,1,0,,350,2000,0,1,,,,,
840,冰川银狐,4536,common,,30,,0,0,,,,1,0,,300,2000,0,1,,,,,
841,血神近侍,4537,common,,30,,0,0,,,,1,0,,300,2000,0,1,,,,,
842,血神将,4538,common,,30,,0,0,,,,1,1,,500,800,0,1,,,,,
843,蛇匪头目,4539,monster,,18000,,0,0,,,,1,0,,150,1000,100,1,,,,,
844,恶鬼,4540,monster,,18000,,0,0,,,,1,0,,150,1000,100,1,,,,,
845,纨绔子弟,4541,monster,,18000,,0,0,,,,1,0,,150,1000,100,1,,,,,
846,采花贼,4542,monster,,18000,,0,0,,,,1,0,,150,1000,100,1,,,,,
847,武僧金钢,4543,monster,,18000,,0,0,,,,1,0,,150,1000,100,1,,,,,
848,机关人,4544,monster,,18000,,0,0,,,,1,0,,150,1000,100,1,,,,,
849,林掌黑熊,4545,monster,,18000,,0,0,,,,1,0,,150,1000,100,1,,,,,
850,魔宫爪牙,4546,monster,,18000,,0,0,,,,1,0,,150,1000,100,1,,,,,
851,青螺山幻魔者,4547,monster,,18000,,0,0,,,,1,0,,150,1000,100,1,,,,,
852,山魈战士,4548,monster,,18000,,0,0,,,,1,0,,150,1000,100,1,,,,,
853,绿树鬼灵,4549,monster,,18000,,0,0,,,,1,0,,150,1000,100,1,,,,,
854,天元鼎,4550,common,,30,,0,0,,,,0,0,,60,800,0,1,,,,,
855,生命之树,4551,common,,30,,0,0,,,,0,0,,60,800,0,1,,,,,
856,剑仙台,4552,common,,30,,0,0,,,,0,0,,60,800,0,1,,,,,
857,太虚洞,4553,common,,30,,0,0,,,,0,0,,60,800,0,1,,,,,
858,仙灵阁,4554,common,,30,,0,0,,,,0,0,,60,800,0,1,,,,,
859,生命之石,4560,common,,30,,0,0,,,,0,0,,60,800,0,1,,,,,
860,剑仙石,4561,common,,30,,0,0,,,,0,0,,60,800,0,1,,,,,
861,清虚子,4562,common,,30,,0,0,,,,0,0,,60,800,0,1,,,,,
862,仙灵弟子,4563,common,,30,,0,0,,,,0,0,,60,800,0,1,,,,,
863,太虚石,4564,common,,30,,0,0,,,,0,0,,60,800,0,1,,,,,
864,太虚石,4565,common,,30,,0,0,,,,0,0,,60,800,0,1,,,,,
865,帮会领地守门人,4566,common,,30,,0,0,,,,0,0,,60,800,0,1,,,,,
866,帮会领地守门人,4567,common,,30,,0,0,,,,0,0,,60,800,0,1,,,,,
867,青螺山追踪者,4568,monster,,15,,0,0,,,,1,0,,110,800,100,1,,,,,
868,青螺山妖人,4569,monster,,15,,0,0,,,,1,0,,110,800,100,1,,,,,
869,青螺山暗杀者,4570,monster,,15,,0,0,,,,1,0,,110,800,100,1,,,,,
870,徐岳,4571,monster,,60,,0,0,,,,1,0,,110,800,100,1,,,,,
871,藤须怪,4572,monster,,15,,0,0,,,,1,0,,110,800,100,1,,,,,
872,毒蛇,4573,monster,,15,,0,0,,,,1,0,,110,800,100,1,,,,,
873,荆棘兽,4574,monster,,15,,0,0,,,,1,0,,110,800,100,1,,,,,
874,异化荆棘兽,4575,monster,,15,,0,0,,,,1,0,,110,800,100,1,,,,,
875,路霸,4576,monster,,15,,0,0,,,,1,0,,110,800,100,1,,,,,
876,湘江渔夫,4577,monster,,15,,0,0,,,,1,0,,110,800,100,1,,,,,
877,湘江土匪,4578,monster,,15,,0,0,,,,1,0,,110,800,100,1,,,,,
878,地痞,4579,monster,,15,,0,0,,,,1,0,,110,800,100,1,,,,,
879,恶乞丐,4580,monster,,15,,0,0,,,,1,0,,110,800,100,1,,,,,
880,陈家家丁,4581,monster,,15,,0,0,,,,1,0,,110,800,100,1,,,,,
